TTHERM_ID,leiden_label_full
TTHERM_01005130,1
TTHERM_000543619,1
TTHERM_00835330,1
TTHERM_00055990,1
TTHERM_00534100,1
TTHERM_00704010,1
TTHERM_01097950,1
TTHERM_00128770,1
TTHERM_00070870,1
TTHERM_001228999,1
TTHERM_00161370,1
TTHERM_00927010,1
TTHERM_00929570,1
TTHERM_01043350,1
TTHERM_00713350,1
TTHERM_00058810,1
TTHERM_00058820,1
TTHERM_00066830,1
TTHERM_00058880,1
TTHERM_00300620,1
TTHERM_00492730,1
TTHERM_00842530,1
TTHERM_00185930,1
TTHERM_00456790,1
TTHERM_00476740,1
TTHERM_01084290,1
TTHERM_00128970,1
TTHERM_00227040,1
TTHERM_01298570,1
TTHERM_01083040,1
TTHERM_00459420,1
TTHERM_00341250,1
TTHERM_00497120,1
TTHERM_00782140,1
TTHERM_00068170,1
TTHERM_00077800,1
TTHERM_00188980,1
TTHERM_01005100,1
TTHERM_00145360,1
TTHERM_00564180,1
TTHERM_00069610,1
TTHERM_01068200,1
TTHERM_000703379,1
TTHERM_00185570,1
TTHERM_00485790,1
TTHERM_001035531,1
TTHERM_00585300,1
TTHERM_00688720,1
TTHERM_000721479,1
TTHERM_00138150,1
TTHERM_00627180,1
TTHERM_000723218,1
TTHERM_00464930,1
TTHERM_01001220,1
TTHERM_000732838,1
TTHERM_00825700,1
TTHERM_01094870,1
TTHERM_00077050,1
TTHERM_00464960,1
TTHERM_00531860,1
TTHERM_00826840,1
TTHERM_00077550,1
TTHERM_00185540,1
TTHERM_00622910,1
TTHERM_00794050,1
TTHERM_00941390,1
TTHERM_00077790,1
TTHERM_001106138,1
TTHERM_00471350,1
TTHERM_00198010,1
TTHERM_000784559,1
TTHERM_00695860,1
TTHERM_00248340,1
TTHERM_00616320,1
TTHERM_00444330,1
TTHERM_00079580,1
TTHERM_00691490,1
TTHERM_00707470,1
TTHERM_00703510,1
TTHERM_000827019,1
TTHERM_00649170,1
TTHERM_00803680,1
TTHERM_00756430,1
TTHERM_000841311,1
TTHERM_00473350,1
TTHERM_00494100,1
TTHERM_00919680,1
TTHERM_01108490,1
TTHERM_00624300,1
TTHERM_00086970,1
TTHERM_00316430,1
TTHERM_01171640,1
TTHERM_00091570,1
TTHERM_00113100,1
TTHERM_00522710,1
TTHERM_00091720,1
TTHERM_000933397,1
TTHERM_00794470,1
TTHERM_00658680,1
TTHERM_000954319,1
TTHERM_00112740,1
TTHERM_00347920,1
TTHERM_00540310,1
TTHERM_00656029,1
TTHERM_001001223,1
TTHERM_00340060,1
TTHERM_001001527,1
TTHERM_00579280,1
TTHERM_00703440,1
TTHERM_00170250,1
TTHERM_00245360,1
TTHERM_00770700,1
TTHERM_00547980,1
TTHERM_00101460,1
TTHERM_00145600,1
TTHERM_001020799,1
TTHERM_00444250,1
TTHERM_00102730,1
TTHERM_00295580,1
TTHERM_00732750,1
TTHERM_00105410,1
TTHERM_00343870,1
TTHERM_00569310,1
TTHERM_00655560,1
TTHERM_00105430,1
TTHERM_00105470,1
TTHERM_00106940,1
TTHERM_00161200,1
TTHERM_00275760,1
TTHERM_01253340,1
TTHERM_00411360,1
TTHERM_001081691,1
TTHERM_00463240,1
TTHERM_00877000,1
TTHERM_001089079,1
TTHERM_001091293,1
TTHERM_00298530,1
TTHERM_001106132,1
TTHERM_001106135,1
TTHERM_00112470,1
TTHERM_00295190,1
TTHERM_01031170,1
TTHERM_01262910,1
TTHERM_00112569,1
TTHERM_00784370,1
TTHERM_00300640,1
TTHERM_00250990,1
TTHERM_00122530,1
TTHERM_00944090,1
TTHERM_00194710,1
TTHERM_00723180,1
TTHERM_00125440,1
TTHERM_00145440,1
TTHERM_00628600,1
TTHERM_00125470,1
TTHERM_00522540,1
TTHERM_00125520,1
TTHERM_00561190,1
TTHERM_00954040,1
TTHERM_00128530,1
TTHERM_01211790,1
TTHERM_00600270,1
TTHERM_00354990,1
TTHERM_00784430,1
TTHERM_00470640,1
TTHERM_00133510,1
TTHERM_00641250,1
TTHERM_01035530,1
TTHERM_00556670,1
TTHERM_00136440,1
TTHERM_00532090,1
TTHERM_00137870,1
TTHERM_00417930,1
TTHERM_00770790,1
TTHERM_00138200,1
TTHERM_00760530,1
TTHERM_00143760,1
TTHERM_00502110,1
TTHERM_00442610,1
TTHERM_00499540,1
TTHERM_00374950,1
TTHERM_00455090,1
TTHERM_00145490,1
TTHERM_00522760,1
TTHERM_00805850,1
TTHERM_00146240,1
TTHERM_00189300,1
TTHERM_00219360,1
TTHERM_00148970,1
TTHERM_00161000,1
TTHERM_01026210,1
TTHERM_00656050,1
TTHERM_00481330,1
TTHERM_00151380,1
TTHERM_00151390,1
TTHERM_00151540,1
TTHERM_00678310,1
TTHERM_00594110,1
TTHERM_00695750,1
TTHERM_00196240,1
TTHERM_00157810,1
TTHERM_00463870,1
TTHERM_00499430,1
TTHERM_01107240,1
TTHERM_00399460,1
TTHERM_00430000,1
TTHERM_00623050,1
TTHERM_00626980,1
TTHERM_00649080,1
TTHERM_00437670,1
TTHERM_00218340,1
TTHERM_00666370,1
TTHERM_00977540,1
TTHERM_00431340,1
TTHERM_00190670,1
TTHERM_00334570,1
TTHERM_01000170,1
TTHERM_00185610,1
TTHERM_00188960,1
TTHERM_00189200,1
TTHERM_01107230,1
TTHERM_00463000,1
TTHERM_00500820,1
TTHERM_00193440,1
TTHERM_00558590,1
TTHERM_00355180,1
TTHERM_00497310,1
TTHERM_00709600,1
TTHERM_00275750,1
TTHERM_00474750,1
TTHERM_00421150,1
TTHERM_00195900,1
TTHERM_00218490,1
TTHERM_00577350,1
TTHERM_00826870,1
TTHERM_00197720,1
TTHERM_00205200,1
TTHERM_00218570,1
TTHERM_00218840,1
TTHERM_00220690,1
TTHERM_00394500,1
TTHERM_00224620,1
TTHERM_00426080,1
TTHERM_00243720,1
TTHERM_00433490,1
TTHERM_00301740,1
TTHERM_00617820,1
TTHERM_00475329,1
TTHERM_01039830,1
TTHERM_00245240,1
TTHERM_00657530,1
TTHERM_00255600,1
TTHERM_00636860,1
TTHERM_00266370,1
TTHERM_00406600,1
TTHERM_00418550,1
TTHERM_00327300,1
TTHERM_00268010,1
TTHERM_00974160,1
TTHERM_00459260,1
TTHERM_00433700,1
TTHERM_00277500,1
TTHERM_00802470,1
TTHERM_00289080,1
TTHERM_00637410,1
TTHERM_00825290,1
TTHERM_01093690,1
TTHERM_00295070,1
TTHERM_01054240,1
TTHERM_00895850,1
TTHERM_00298380,1
TTHERM_00657260,1
TTHERM_01085550,1
TTHERM_01213920,1
TTHERM_00312870,1
TTHERM_00449000,1
TTHERM_00339870,1
TTHERM_00526720,1
TTHERM_00310900,1
TTHERM_01083020,1
TTHERM_00312630,1
TTHERM_00686050,1
TTHERM_00529670,1
TTHERM_00670810,1
TTHERM_00569530,1
TTHERM_00486680,1
TTHERM_00532500,1
TTHERM_00335880,1
TTHERM_00633270,1
TTHERM_00926990,1
TTHERM_00969620,1
TTHERM_00357080,1
TTHERM_00836690,1
TTHERM_00369590,1
TTHERM_00637689,1
