TTHERM_ID,000min_A,000min_B,030min_A,030min_B,060min_A,060min_B,090min_A,090min_B,120min_A,120min_B,150min_A,150min_B,180min_A,180min_B,210min_A,210min_B,240min_A,240min_B
TTHERM_00394500,21.1592,26.344,34.9261,35.8465,31.7241,32.0597,24.2329,30.4413,23.2039,28.4568,22.4362,25.6702,20.7098,24.3688,24.5684,26.3181,29.8684,27.6804
TTHERM_00394510,1.36472,1.41281,2.58575,2.79681,1.89866,2.33707,1.71531,1.8852,1.69633,1.94141,1.73355,1.53246,1.89335,1.83347,2.1367,2.05298,2.01038,2.20114
TTHERM_00394520,0.609477,1.13438,0.579255,1.28326,0.397026,1.36689,0.430383,1.19779,0.548635,1.18168,0.618141,1.5685,0.725596,0.944946,0.230514,0.632939,0.201547,0.689859
TTHERM_00394530,0.698873,2.2547,0.984685,2.41967,0.999742,2.55256,0.955573,2.11159,1.14614,2.33214,1.10756,2.92481,0.829324,1.42167,0.732801,1.12146,0.757001,0.990363
TTHERM_00394540,0.510297,1.22821,0.488406,1.54955,0.672587,1.59198,0.469559,1.52798,0.966126,1.58513,0.531746,2.42993,0.567321,0.79285,0.401687,0.761373,0.381194,0.476676
TTHERM_00394550,0.0812564,0.0685767,0.142918,0.0690347,0.112227,0.0516189,0.085394,0.0526962,0.0814675,0.0388733,0.0511918,0.0643762,0.117294,0.0666204,0.0634875,0.0728262,0.0827368,0.0676673
TTHERM_00394560,8.42163,5.70672,4.68118,3.90644,5.05191,4.22164,4.22645,3.83842,3.82549,3.99582,4.66521,4.16683,5.00259,4.96728,5.91679,5.55916,6.61664,5.70521
TTHERM_00394570,51.4515,55.7756,42.8195,50.168,44.2995,50.8708,45.8407,50.3226,44.3577,49.9113,46.9627,47.9311,50.4486,47.7477,55.6459,50.2651,56.4489,54.0389
TTHERM_00394580,1.82751,2.04966,3.19393,4.11351,5.13261,4.94729,9.20851,5.95634,13.3008,7.60296,13.0919,7.58599,7.5736,7.18826,3.80654,5.88211,4.41849,4.86519
TTHERM_00394590,2.47131,2.39246,4.81032,5.12828,6.34024,6.83175,11.4014,10.2096,16.3865,12.27,19.9687,11.5114,12.6606,12.7027,5.62399,9.64803,6.28096,7.55192
TTHERM_00394600,15.2052,39.45,8.22369,27.1348,4.68139,23.3725,5.16245,23.0643,6.04889,23.3503,5.77029,25.6494,6.65172,17.4337,7.6555,12.753,9.60992,12.6963
TTHERM_00394610,0.523096,0.34861,0.673355,0.53809,0.546766,0.560509,0.818468,0.79022,1.24269,0.966584,1.81035,1.36091,1.17601,1.20976,0.576373,0.856616,0.414638,0.610425
TTHERM_00394620,4.71806,2.37249,4.51455,2.50053,3.9993,2.67932,3.39621,2.83505,3.81427,2.9012,4.33325,2.66175,4.22527,3.25316,4.11782,3.30607,4.22834,3.4447
TTHERM_00394630,6.84704,5.25967,4.80575,5.16579,3.86621,4.11044,3.40058,4.03645,4.21655,4.28757,5.12605,4.14906,5.74022,4.71724,5.77622,5.42055,5.1399,5.26942
TTHERM_00394640,0.0177163,0.0867073,0.0569156,0.0803181,0.00709712,0.0823303,0.0154268,0.0966477,0.0190757,0.0706523,0.0161803,0.113948,0.0303501,0.077529,0.0223141,0.0921508,0.0153916,0.0592472
TTHERM_00394650,0.0282379,0.0690721,0.0267069,0.150297,0.0169758,0.113227,0.0,0.095678,0.0486302,0.132131,0.0386602,0.124468,0.0645641,0.193577,0.0926241,0.152795,0.0245564,0.125949
TTHERM_00394660,0.117126,0.112366,0.280639,0.447647,0.655072,1.07318,1.52983,1.29752,3.13473,1.82807,3.41531,2.09766,1.49216,1.93992,0.409967,1.2109,0.57313,0.907497
TTHERM_00394670,5.99908,6.74507,2.60279,4.88101,2.96351,4.36807,3.66058,4.85054,3.55743,4.85089,4.46884,4.83311,5.86865,5.25355,6.85719,6.26176,6.30557,6.82724
TTHERM_00394690,13.4881,1.92664,12.3603,4.45886,8.95276,3.51887,11.7971,3.44885,13.7579,4.2895,16.1314,4.72,14.9869,7.58198,13.9753,8.40245,14.0516,8.34134
TTHERM_00394700,0.101729,0.38682,0.973598,2.94323,1.36712,2.53899,2.72921,2.9966,3.03994,4.24123,1.80904,3.97263,0.775444,2.13114,0.785344,1.27156,1.26995,0.97314
TTHERM_00395205,2.0432,2.24986,1.68689,2.75238,1.69999,2.21505,1.36812,2.08657,2.01242,2.38715,1.94228,2.48996,2.12993,2.14035,1.90673,2.16623,1.62109,1.99656
TTHERM_00395710,0.245699,0.164985,0.161153,0.204951,0.113715,0.182179,0.205735,0.222622,0.30495,0.253618,0.269233,0.355424,0.180381,0.315378,0.215234,0.218485,0.189347,0.28115
TTHERM_00395720,0.832918,0.0415274,0.74484,0.105582,0.859553,0.0574073,0.284963,0.0448844,0.204702,0.0308859,0.298103,0.0654478,0.102325,0.10221,0.256444,0.131841,0.249063,0.0995992
TTHERM_00395730,2.34902,3.47934,1.92252,3.25838,1.74102,2.8425,1.53419,2.78178,1.49827,2.78969,1.51106,3.01768,1.60856,2.51879,1.58038,2.04745,1.58516,2.16023
TTHERM_00395740,0.0,0.39638,0.0335587,0.242179,0.0706927,0.113702,0.114486,0.133106,0.0375668,0.392169,0.0396316,0.191783,0.0338243,0.20233,0.0448876,0.0358304,0.0617936,0.229453
TTHERM_00395750,72.7293,61.4616,109.646,59.6045,67.3783,50.3552,37.2504,39.7764,40.3915,39.5603,51.6073,40.1521,53.1329,50.3177,55.0464,56.8056,49.3008,54.9459
TTHERM_00395760,5.86068,4.81091,4.5311,4.21143,3.6266,3.69039,2.46196,3.85595,3.29231,4.09526,2.59829,4.65234,3.56255,3.90168,3.43972,3.48107,3.79904,3.4877
TTHERM_00395770,2.90382,6.34571,1.57028,4.84428,1.40399,3.93899,1.42148,4.13574,1.91321,3.95023,1.96842,5.92796,1.81953,3.89804,2.10751,2.73567,2.33417,3.17863
TTHERM_00395779,1.37826,1.42485,1.20909,1.49202,0.796861,1.01158,0.690314,0.947874,0.755041,0.695594,0.703642,1.02416,0.742091,0.991316,0.684216,1.02762,1.00134,0.935375
TTHERM_00395790,1.10631,0.729106,0.990533,0.579127,0.588501,0.764372,0.584321,0.962113,1.32396,1.1855,2.31473,1.50973,3.61455,1.95316,1.70876,2.11542,0.790998,1.54326
TTHERM_00395800,1.98874,3.97025,1.82647,3.34346,2.05966,4.10188,2.26208,4.24497,3.01518,4.54358,2.59797,6.04063,2.87592,4.36957,1.97307,3.04555,2.1356,2.41905
TTHERM_00395810,4.36955,3.31676,2.68888,2.86152,2.49128,2.61758,2.76378,2.51891,2.99795,2.55221,3.26345,2.68147,3.23102,2.70734,2.77358,3.03074,2.72692,2.73928
TTHERM_00395830,0.348502,0.594955,0.115138,0.582706,0.0456395,0.451616,0.0329904,0.271773,0.101298,0.222703,0.103424,0.319195,0.174007,0.23825,0.11554,0.153044,0.224984,0.296078
TTHERM_00395850,0.421234,0.691846,0.820088,1.25619,1.0365,1.4781,1.50988,1.75221,2.31466,1.98017,3.33714,2.71592,2.22233,2.28012,1.07948,1.52933,0.921246,1.17056
TTHERM_00395860,2.14257,1.59677,1.5687,1.46563,1.39158,1.35975,1.41816,1.20038,1.6327,1.495,1.85455,1.75628,1.94562,1.8999,2.16995,1.87846,2.36808,1.86784
TTHERM_00395870,1.90699,1.55063,1.69828,1.67069,1.95884,1.88233,1.58081,1.65294,1.91044,1.74476,2.53422,1.96265,2.88745,2.36092,2.3312,2.448,2.27895,2.58785
TTHERM_00395880,0.78227,0.620769,0.475604,0.483436,0.491311,0.60663,0.46026,0.767761,0.532633,0.66342,0.574338,0.55549,0.595803,0.523091,0.580831,0.60519,0.635738,0.683548
TTHERM_00395890,3.0,4.63016,3.83595,5.86138,1.86541,4.10376,1.34234,3.72231,1.30177,3.31858,1.14983,3.2501,1.36707,3.22926,2.16961,3.68424,2.98565,4.35248
TTHERM_00395920,1.79723,1.34449,1.88945,1.58981,1.79038,1.52222,1.62338,1.44077,2.10326,1.47711,2.75028,1.45657,2.39597,1.77477,1.77182,1.9687,1.68305,1.60857
TTHERM_00395940,3.33396,6.00435,3.35655,5.84257,3.25133,4.94179,3.64407,5.09417,5.17982,5.63874,4.34769,8.1755,2.98155,4.58915,2.10743,3.52615,2.21482,2.87546
TTHERM_00395950,5.9011,8.09095,5.39484,11.5045,6.39566,9.3624,7.41332,9.17989,9.16139,9.32371,6.68188,10.1955,4.17394,6.59203,5.37791,4.90134,6.06096,5.45815
TTHERM_00396455,0.349004,0.645054,0.476697,0.728613,0.411807,0.659855,0.268173,0.483759,0.30912,0.302088,0.210511,0.451885,0.264615,0.401426,0.36391,0.351067,0.348883,0.305428
TTHERM_00396960,0.488321,0.38118,0.469595,0.408973,0.441637,0.427564,0.407534,0.385148,0.424456,0.434932,0.45765,0.38878,0.454303,0.426822,0.518513,0.47971,0.406762,0.475365
TTHERM_00396970,0.455937,0.379219,0.602766,0.527898,0.478746,0.528506,0.590828,0.756453,0.77097,0.651948,0.957341,0.79051,1.02808,0.779113,0.612486,0.450211,0.503857,0.538115
TTHERM_00397030,0.0725974,0.0805419,0.0975849,0.0412769,0.106245,0.0782771,0.0759797,0.0997745,0.0661504,0.0968457,0.0828979,0.0872476,0.0664122,0.0716998,0.0281184,0.0697813,0.0606242,0.0492773
TTHERM_00397050,0.104584,0.21495,0.0800982,0.0919273,0.0537771,0.101883,0.0492257,0.090372,0.0395699,0.0931354,0.0516416,0.119493,0.0376494,0.112908,0.042698,0.104551,0.0466424,0.091892
TTHERM_00398040,0.119794,0.203091,0.120039,0.326463,0.113002,0.265762,0.17642,0.325125,0.12891,0.213643,0.120544,0.30402,0.107483,0.2081,0.0889975,0.155525,0.0919797,0.124437
TTHERM_00398050,5.67998,7.75678,5.16752,8.67996,4.24474,8.24241,4.45591,7.65643,5.72861,8.02667,6.46969,10.4428,6.64291,8.51947,6.60143,7.42138,7.05591,7.65965
TTHERM_00398060,1.21942,3.11029,1.88384,3.7066,2.01097,2.92127,1.12471,2.29074,1.01403,2.06658,0.913496,2.61663,1.00687,1.66167,1.08393,1.26342,1.63318,1.38035
TTHERM_00398070,0.326887,0.386663,0.489769,0.570024,0.967329,1.29427,2.40857,2.40877,4.3525,3.05523,8.53923,3.88916,7.61077,5.26576,2.32734,4.16533,1.18047,2.71017
TTHERM_00398080,1.11244,3.07108,1.719,4.92606,2.19396,11.9744,10.3505,22.684,26.2688,34.2442,53.716,52.1297,53.6195,49.1607,18.1615,36.6899,4.98053,20.9746
TTHERM_00398090,0.202867,1.45882,0.514253,0.350081,0.0509346,0.108978,0.0368087,0.0958018,0.09081,0.17532,0.115324,0.170241,0.032384,0.177817,0.0430284,0.119704,0.0295555,0.0944059
TTHERM_00398100,0.0151107,0.00440078,0.00476251,0.0049645,0.00504608,0.0,0.0054826,0.0331785,0.00542204,0.0,0.0,0.00462618,0.0143915,0.0,0.0,0.0,0.0,0.0
TTHERM_00398105,0.89118,1.95606,0.93672,1.40236,0.778659,1.55563,0.703083,1.48634,0.906037,1.33819,0.941418,2.01825,0.865626,1.29349,0.806136,0.952353,0.683364,0.919608
TTHERM_00398110,0.0127864,0.0297954,0.0322283,0.0420071,0.0341534,0.0444081,0.0231961,0.0160389,0.0183544,0.0221666,0.0243236,0.0234925,0.0365201,0.0243351,0.0322276,0.00426589,0.0111123,0.0356374
TTHERM_00398130,0.120297,0.101365,0.105583,0.186314,0.0774619,0.0908864,0.0794993,0.0929645,0.106384,0.0819287,0.0980737,0.114457,0.126802,0.110388,0.0758027,0.0645033,0.0821447,0.0838212
TTHERM_00398140,0.0320217,0.0745227,0.0505903,0.0526154,0.0535319,0.0395122,0.0348577,0.0402482,0.0459166,0.0554287,0.0729578,0.107672,0.0917378,0.0,0.0270381,0.0537033,0.00930397,0.0496279
TTHERM_00399150,0.021568,0.0226162,0.0122319,0.0127544,0.0129623,0.0207441,0.0140858,0.0446405,0.00928799,0.014956,0.0393872,0.0317012,0.0164276,0.00820983,0.00543635,0.0345408,0.0112467,0.00400757
TTHERM_00399155,0.00433105,0.0,0.0,0.00426865,0.00433827,0.0,0.00471424,0.0,0.0,0.00750822,0.0,0.0198933,0.00824707,0.00412154,0.0,0.0,0.0037641,0.0
TTHERM_00399160,0.00439621,0.0153659,0.0290886,0.00433289,0.0176144,0.010571,0.00478517,0.00827209,0.00946571,0.0228632,0.0200702,0.0201922,0.0041857,0.0209183,0.0166224,0.00440058,0.0152834,0.00816871
TTHERM_00399170,4.00963,1.41243,3.25069,2.25276,4.02169,3.57862,5.28408,4.35656,6.44031,5.36285,6.87187,5.26183,6.89287,6.7544,6.73041,6.99856,5.76555,7.05614
TTHERM_00399180,0.635313,0.424731,1.02888,0.691998,0.846748,0.710277,1.10041,0.76183,1.37272,0.839282,1.87811,0.77927,1.76957,1.12764,0.964992,1.06301,0.894765,0.915203
TTHERM_00399190,45.7254,57.6389,49.8866,64.7438,46.204,57.1528,41.0914,49.378,36.0217,42.824,30.8566,45.5519,29.5296,36.7965,35.5871,34.3345,37.5412,39.0216
TTHERM_00399210,2.2384,1.2672,1.16227,1.14245,0.78674,0.976077,1.17786,1.07898,1.27703,1.07454,1.64185,1.06258,1.4584,1.27739,1.14588,1.22717,1.16649,1.24201
TTHERM_00399260,18.5013,11.93,14.6122,9.6092,11.8625,9.87448,10.6086,10.2644,11.9154,11.7222,16.9521,13.0687,18.1958,17.1505,19.8667,19.4094,17.6996,16.8854
TTHERM_00399270,0.270495,0.250498,0.201794,0.428246,0.254738,0.302709,0.21414,0.316559,0.291023,0.511086,0.364443,0.541575,0.211097,0.273422,0.113978,0.205775,0.135595,0.205726
TTHERM_00399300,0.0175848,0.0307319,0.00831103,0.0173315,0.0,0.00704734,0.00957034,0.0248163,0.00946571,0.00381053,0.00501756,0.0201922,0.0041857,0.0251019,0.0110816,0.0,0.0152834,0.0
TTHERM_00399320,0.745316,0.80877,0.505873,0.834059,0.25253,0.582656,0.241203,0.626518,0.129993,0.383605,0.218041,0.397223,0.240385,0.355425,0.25501,0.334281,0.351069,0.327772
TTHERM_00399340,1.26539,3.09624,0.254366,0.9502,0.1368,0.84667,0.306074,1.00519,0.246524,1.02378,0.252196,1.56111,0.474183,1.30723,0.657994,1.30242,0.534083,1.38455
TTHERM_00399350,5.32499,6.55795,0.96969,4.92107,2.4534,5.13827,4.71961,6.2153,6.81419,9.23571,5.63487,10.1322,3.03686,6.19457,2.23952,3.81599,2.55872,4.09392
TTHERM_00399360,205.386,147.501,191.611,146.368,181.179,140.046,180.018,148.042,180.028,148.415,191.837,135.951,193.148,169.226,185.247,185.756,176.437,178.16
TTHERM_00399370,23.5908,51.0639,35.5163,54.1287,29.7671,54.8966,38.2904,57.8188,48.1414,65.9336,38.4337,80.5807,25.0079,53.223,19.7451,30.5376,22.7171,30.614
TTHERM_00399380,1.84487,1.71084,1.98144,2.39297,1.63733,1.62328,1.23952,1.77969,1.75676,1.79613,1.42871,1.89514,1.8276,1.81761,1.8532,1.5254,1.59134,1.63302
TTHERM_00399400,5.35533,6.55377,4.3446,9.91065,4.67082,7.66238,5.32732,7.21598,6.56965,7.65119,6.5695,7.82793,7.49301,9.32731,7.80506,10.4459,7.0642,9.91939
TTHERM_00399410,0.81043,0.847905,0.485561,0.5491,0.304299,0.486797,0.330792,0.426257,0.346378,0.494138,0.462745,0.533039,0.575799,0.51058,0.573724,0.57964,0.622384,0.60925
TTHERM_00399420,1.39651,4.2622,1.11042,3.29259,0.910807,3.31082,1.27567,2.9819,1.79622,3.34779,1.5802,3.96832,1.2771,2.69149,1.10005,1.65949,1.19975,1.48004
TTHERM_00399430,8.88116,12.8913,8.69223,11.6422,24.2332,19.3433,23.4735,17.202,18.3276,15.3933,20.8098,15.3414,24.9458,18.4467,25.3022,19.8498,18.9322,20.2665
TTHERM_00399440,2.43792,1.86694,5.40082,3.44492,4.66415,3.2672,4.011,3.09657,3.7506,2.70253,3.83388,2.71844,3.23515,3.01002,3.27133,3.26333,3.38017,3.28004
TTHERM_00399450,115.525,279.173,141.837,232.708,137.92,266.076,137.309,246.352,150.085,288.113,148.939,333.399,157.045,239.291,130.298,167.123,114.808,159.783
TTHERM_00399460,881.965,1022.99,848.58,930.02,813.471,954.92,827.488,975.298,857.462,1014.21,837.113,1006.24,861.387,914.671,785.055,864.02,802.943,860.104
TTHERM_00399480,2.87473,9.70689,3.51593,8.65897,2.63363,6.9529,2.41465,6.19676,2.70682,6.25992,2.38018,7.65479,2.25051,4.90463,2.17832,3.22106,2.73896,3.9215
TTHERM_00399490,0.323318,0.287444,0.540308,0.501105,0.686232,0.787966,1.40165,1.5903,3.37459,2.13739,6.76227,2.06982,6.90388,3.99474,2.73059,4.10491,0.911969,2.35117
TTHERM_00399500,1.1529,1.46011,1.15493,1.11792,1.01396,1.00957,0.997816,1.13092,1.00634,1.06356,0.840006,1.18764,0.928964,1.03624,0.741361,1.07343,0.790317,1.0016
TTHERM_00399510,0.0350934,0.021901,0.0331812,0.0592952,0.0251122,0.0241163,0.0109139,0.0377405,0.0323801,0.0477929,0.0286043,0.0598594,0.0429721,0.0190884,0.00632166,0.0301254,0.0130754,0.0139743
TTHERM_00399530,0.0100267,0.021901,0.0,0.00988253,0.0,0.0160775,0.0,0.00943514,0.0215867,0.0217241,0.0228834,0.0506502,0.0238734,0.0286326,0.0126433,0.0200836,0.00871691,0.0186325
TTHERM_00399540,1.32107,4.32578,2.95524,6.13693,5.9681,10.5488,5.4992,8.88651,4.27366,7.2446,2.63677,6.59059,1.75601,3.84118,2.15492,2.72225,3.86893,3.2136
TTHERM_00399550,74.792,84.6677,71.2513,98.5519,69.245,88.3752,71.2079,78.6811,74.9608,76.3784,69.4823,91.2865,57.1894,68.7157,63.2589,68.5737,69.8687,74.0003
TTHERM_00399580,0.0609771,0.0885229,0.0193505,0.0601343,0.0,0.049198,0.0221262,0.0384293,0.0,0.0350971,0.0230849,0.0185901,0.0194943,0.0,0.0345759,0.0,0.0533783,0.0
TTHERM_00399590,0.0350934,0.0525625,0.00948035,0.0296476,0.0100449,0.0200969,0.0327417,0.0141527,0.0323801,0.0347585,0.0228834,0.032232,0.014324,0.0143163,0.00632166,0.0150627,0.00435845,0.00931623
TTHERM_00399610,6.24172,6.63674,4.9507,6.8346,4.29225,7.71939,4.11465,7.18558,4.62454,6.82432,5.1925,7.87186,3.51048,5.42421,4.34419,5.04225,4.73675,5.95458
TTHERM_00399690,0.14228,0.0531137,0.0580516,0.0601343,0.0408533,0.0327986,0.0221262,0.0384293,0.0436406,0.0350971,0.0230849,0.0743603,0.0,0.0,0.0691517,0.0412194,0.124549,0.0189277
TTHERM_00400720,0.00767031,0.00446995,0.00241479,0.0,0.0,0.0,0.0,0.0096163,0.0,0.0,0.0,0.00234989,0.0,0.00243141,0.0,0.0,0.0,0.00474956
TTHERM_00400730,0.114137,0.227423,0.0309911,0.112552,0.0163743,0.105081,0.0355013,0.0769855,0.0175188,0.0563727,0.0185424,0.104506,0.0156125,0.155883,0.0622216,0.0989099,0.028498,0.0758715
TTHERM_00400740,0.0403959,0.123156,0.0192278,0.0597562,0.0202978,0.081477,0.0219871,0.0381864,0.0,0.0523191,0.0,0.184739,0.0193707,0.0386697,0.0257664,0.040956,0.088404,0.112851
TTHERM_00400745,0.114504,0.200002,0.0474118,0.119923,0.0215185,0.183773,0.1558,0.208904,0.169422,0.210768,0.171386,0.433563,0.109164,0.149992,0.0723139,0.129243,0.0498229,0.0864692
TTHERM_00400750,11.5029,4.10556,4.91674,3.5705,2.55883,2.8693,1.3811,2.50096,0.981748,1.71321,1.02906,1.59275,1.23396,1.80071,2.24864,2.1603,3.36719,2.51841
TTHERM_00400770,0.747745,0.708554,0.0,0.216866,0.0,0.017751,0.0,0.0207988,0.0,0.0569456,0.0,0.0,0.0844199,0.0210681,0.0280859,0.022328,0.038529,0.0
TTHERM_00400780,0.17624,0.277121,0.127805,0.110018,0.0706371,0.103657,0.0831293,0.171417,0.120136,0.2087,0.23457,0.269719,0.296656,0.206972,0.237207,0.335602,0.112405,0.327545
TTHERM_00400790,0.0641375,0.0822475,0.072654,0.0884874,0.1013,0.125504,0.08222,0.115213,0.145843,0.149589,0.322378,0.154622,0.292707,0.208639,0.157715,0.223438,0.0766964,0.148245
TTHERM_00400800,0.0108572,0.0,0.00341972,0.0,0.00362453,0.0,0.0118177,0.0,0.0155868,0.0094125,0.0206577,0.00332525,0.013778,0.0172152,0.0182343,0.0108609,0.00314428,0.00336196
TTHERM_00400815,0.976003,0.238747,2.5642,1.59402,1.13611,1.33301,2.95477,0.95368,2.61454,2.28523,3.86475,2.0586,0.851335,1.02526,1.48398,1.11971,5.97669,0.683092
TTHERM_00400821,6.87862,5.65922,5.14238,5.05122,5.19001,4.27969,4.79642,4.61294,4.7232,4.80024,5.62602,4.79844,6.04519,5.56952,5.78071,5.09672,5.30891,5.58383
TTHERM_00401850,21.8992,19.1039,25.9158,37.972,18.5467,39.9063,29.134,48.0163,32.8584,47.742,36.2973,51.6488,42.6632,58.2172,32.1345,56.9758,29.6384,56.1696
TTHERM_00401855,1.83953,28.0399,5.26492,25.851,3.98907,37.2062,10.1086,48.3143,15.5183,40.5437,14.2306,64.94,13.5088,35.8294,14.0812,19.9815,8.01865,21.9656
TTHERM_00401856,0.210656,1.23433,0.768789,1.304,0.328333,1.52709,0.857434,1.89259,0.732963,1.21731,1.15855,2.1976,0.537345,1.12698,0.158696,0.665581,1.05414,1.60292
TTHERM_00401863,0.11977,0.260399,0.171595,0.354307,0.331502,0.339153,0.423661,0.595638,0.385011,0.773557,0.101646,0.983177,0.0,0.316269,0.153381,0.274817,0.394553,0.363083
TTHERM_00401870,1.19026,2.73258,1.58187,4.45255,1.15787,3.5191,1.87154,4.65994,2.75934,4.76488,3.43457,8.71239,2.08274,4.30267,1.63749,2.60317,1.27276,1.98756
TTHERM_00401880,2.05927,1.28667,0.777399,0.456764,0.667552,0.457392,0.592986,0.485425,0.560481,0.50951,0.610634,0.581142,0.520069,0.608825,0.588204,0.574735,0.683,0.536193
TTHERM_00401896,0.309678,0.319356,0.292813,0.300223,0.330588,0.276779,0.226562,0.281859,0.371608,0.395968,0.44027,0.410315,0.241758,0.333443,0.198457,0.203385,0.198615,0.292455
TTHERM_00401902,0.408302,1.08705,0.340604,0.837998,0.283911,0.777869,0.245743,0.822615,0.263723,0.840968,0.235718,0.904489,0.292763,0.594364,0.218021,0.360747,0.258891,0.361508
TTHERM_00401908,0.420942,0.551659,0.257262,0.222625,0.0874292,0.230489,0.139692,0.227046,0.143672,0.329209,0.187446,0.377178,0.156459,0.273652,0.116527,0.17996,0.147283,0.200331
TTHERM_00401920,1.43507,0.568692,0.848091,0.500108,0.446717,0.419149,0.345884,0.366552,0.353092,0.377544,0.309964,0.324798,0.444219,0.346397,0.329631,0.277207,0.258447,0.309542
TTHERM_00401926,0.0912498,0.552087,0.0876154,0.267903,0.0920206,0.222931,0.0991511,0.0,0.194544,0.155081,0.305308,0.164925,0.266124,0.614046,0.229432,0.0931835,0.0,0.170844
TTHERM_00401930,2.18775,2.10273,1.76095,2.10963,1.5446,1.54069,1.66501,1.83604,2.66735,2.26547,3.76062,2.44983,4.67742,3.35911,3.43397,3.5238,2.33076,3.07429
TTHERM_00401940,65.1614,75.119,63.4377,77.9305,97.776,101.316,124.978,108.477,118.749,104.72,102.529,93.354,91.4658,89.417,89.266,86.9146,106.57,91.5973
TTHERM_00401950,2.41284,13.0443,7.45577,25.3713,12.8144,40.1878,31.7662,50.3556,56.1339,64.5148,50.0875,86.2196,24.9811,43.8461,12.4002,22.4035,14.6619,18.6008
TTHERM_00401955,0.031036,0.0947089,0.0147422,0.122417,0.0,0.0249936,0.0,0.0586033,0.0,0.0268305,0.0353028,0.0852699,0.0445596,0.0296623,0.0,0.0156787,0.0542246,0.0144401
TTHERM_00401960,0.426665,0.626,0.34033,0.5864,0.29404,0.426606,0.19173,0.357169,0.240224,0.33254,0.361928,0.363224,0.439677,0.521416,0.532619,0.575751,0.411557,0.603648
TTHERM_00401970,1.62745,3.35127,1.55069,3.81683,0.5085,2.66265,0.837933,2.93263,0.708082,2.8283,0.574111,2.67429,0.29547,1.58011,0.449374,0.893121,0.924696,0.839879
TTHERM_00401980,8.2613,9.9214,11.2205,11.5638,11.8,10.575,12.0803,10.8983,12.8802,12.2898,13.685,11.4861,12.1283,12.8136,11.9405,12.3975,10.5406,11.2842
TTHERM_00401990,463.882,1274.89,800.809,1161.15,775.746,1100.69,915.839,924.64,882.754,1050.06,699.762,1231.05,491.605,724.751,394.728,605.666,451.247,653.623
TTHERM_00402000,0.120465,0.179987,0.52882,0.367671,0.400883,0.616575,0.68099,0.771292,1.05016,0.953335,1.84976,1.14247,1.37973,1.20164,0.450411,1.0848,0.418696,0.667858
TTHERM_00402010,3.7935,3.22405,3.21793,3.50737,3.63453,3.47803,4.33995,3.54974,5.22146,3.35055,4.78472,3.23395,3.62676,3.39126,3.43496,3.28625,3.70599,3.67498
TTHERM_00402020,0.0345455,0.0602872,0.0545984,0.136235,0.0231047,0.101836,0.0250703,0.119438,0.0619109,0.0896783,0.0,0.084459,0.0330026,0.0109889,0.0145942,0.0579769,0.0301236,0.0214183
TTHERM_00402030,0.126022,0.296452,2.65331,2.99059,6.29776,4.53467,11.2007,5.61893,14.4794,8.43948,9.82365,6.12151,3.17113,5.10712,1.72334,3.71305,3.13487,3.09839
TTHERM_00402039,2.95814,2.24963,1.94498,1.87808,1.59078,1.82151,1.58649,1.71299,1.83056,1.69388,2.07046,1.66635,2.29915,1.92827,2.53174,2.34748,2.36801,2.31443
TTHERM_00402050,0.0,0.0,0.0,0.0,0.00665354,0.00532654,0.00722677,0.00625065,0.00714486,0.0172548,0.0454345,0.0182852,0.00632796,0.018971,0.0,0.0133164,0.00577623,0.0308508
TTHERM_00402060,0.630097,0.548842,1.06428,1.14255,2.26736,2.4927,4.20397,3.61236,6.30607,4.70302,6.7408,4.88919,3.11909,4.47535,1.34846,2.61743,1.53018,1.93063
TTHERM_00402070,393.164,401.367,374.729,384.165,362.571,378.751,361.356,390.377,374.926,379.39,390.304,425.888,376.611,386.726,337.68,371.255,345.533,353.716
TTHERM_00402080,0.586342,2.34568,1.06185,2.85561,0.825437,2.73296,0.798802,2.31776,1.40791,2.46399,1.26553,2.82076,0.626264,2.09007,0.43933,0.887524,0.492521,0.949686
TTHERM_00402090,3.98993,57.7163,6.75121,80.1883,7.41512,84.8331,3.95364,70.7935,3.9494,59.2342,4.17253,66.6159,3.37051,37.6369,3.66294,24.635,4.6777,24.3165
TTHERM_00402100,0.816224,0.531398,0.857683,0.66325,0.782058,0.770627,0.966338,0.91531,1.50808,1.06262,2.07012,0.997579,1.45691,1.25991,0.800386,1.02964,0.639426,0.87032
TTHERM_00402110,122.447,45.7454,13.4448,17.9158,6.10357,13.751,6.9035,14.2281,11.6594,14.0013,16.5613,14.8157,20.6078,15.9738,28.3048,18.8586,38.5494,21.8405
TTHERM_00402119,0.0923767,0.0804279,0.0440231,0.0911038,0.0232246,0.0186456,0.0251442,0.043698,0.0495655,0.0199294,0.0,0.105558,0.133025,0.0221327,0.0,0.0234676,0.0,0.0215188
TTHERM_00402120,374.723,332.927,698.982,391.741,998.312,421.654,642.167,331.587,659.52,337.858,682.142,294.914,700.246,467.694,758.858,596.107,629.283,548.718
TTHERM_00402130,3.43533,3.166,4.40917,3.5819,4.93895,3.66203,5.27668,3.41496,5.32663,3.83405,5.03836,3.05804,5.03933,3.80298,3.84036,3.64804,4.10952,3.82747
TTHERM_00402140,1.13125,1.10923,1.43833,1.37504,1.19638,1.44232,1.06518,1.2808,1.43394,1.26853,1.46429,1.56088,1.29671,1.32885,0.832628,1.06516,0.966239,0.993332
