TTHERM_ID,000min_A,000min_B,030min_A,030min_B,060min_A,060min_B,090min_A,090min_B,120min_A,120min_B,150min_A,150min_B,180min_A,180min_B,210min_A,210min_B,240min_A,240min_B
TTHERM_00000010,2.39275,0.710646,2.9364,1.48174,0.552868,0.531153,0.187647,0.396045,0.230034,0.328534,0.314569,0.34815,0.453546,0.433522,0.365727,0.498008,0.48,0.551144
TTHERM_00000020,0.0653122,0.017114,0.105053,0.025751,0.0654522,0.0681163,0.0924206,0.00614883,0.126519,0.045266,0.111743,0.0299809,0.0311239,0.0684267,0.0906994,0.0523949,0.25001,0.0789068
TTHERM_00000030,0.306585,0.029759,0.021479,0.0,0.0,0.0091063,0.0247197,0.0267183,0.0122219,0.0147589,0.0194324,0.0104272,0.0108179,0.0270285,0.0286514,0.00568922,0.0246869,0.0105514
TTHERM_00000040,2.24231,2.53487,1.45083,1.60254,1.70166,1.87189,1.80776,2.01403,2.02074,2.2187,2.18628,2.39947,1.93851,2.39812,1.82427,1.92591,1.77257,2.1606
TTHERM_00000047,0.124883,0.0618404,0.133771,0.143597,0.162613,0.186829,0.412327,0.489517,0.985978,0.689203,1.83406,0.703661,1.90224,1.06951,0.618985,1.03319,0.209819,0.622642
TTHERM_00000053,9.85874,7.15906,9.7625,8.3868,7.49211,6.00595,5.7484,6.51522,6.13811,5.44526,5.93704,4.82742,6.00571,6.35854,6.94786,6.89756,6.79823,6.71464
TTHERM_00000059,0.0877992,0.190614,0.0840582,0.0865674,0.0884567,0.142447,0.0477107,0.0,0.0,0.188609,0.0494594,0.0399283,0.0,0.0845417,0.0,0.0,0.155149,0.0410366
TTHERM_00000070,91.7091,91.7481,154.015,147.253,122.662,110.955,63.8013,85.6744,44.3122,65.0177,36.3696,61.2165,40.978,53.4612,54.3173,48.2698,77.6285,54.624
TTHERM_00001080,6.33667,9.86265,16.7823,25.5213,8.1773,14.1488,8.85516,13.1371,10.7075,15.7439,9.0651,14.9943,6.77862,11.4613,8.99098,9.10186,12.6738,10.7474
TTHERM_00001090,0.8149,0.702948,1.11664,1.18557,0.787852,0.935569,0.886988,0.909141,1.01797,0.948093,0.829633,0.907589,0.600976,0.681269,0.502079,0.599871,0.643603,0.589869
TTHERM_00001120,25.3755,20.0122,11.9901,16.6725,8.54285,12.8819,12.3327,14.2809,18.748,17.42,24.6267,19.0433,29.3356,23.0734,24.973,26.277,20.2343,22.7266
TTHERM_00001131,0.150408,0.392711,0.0,0.0741777,0.126085,0.263306,0.0818873,0.189847,0.188245,0.237803,0.170559,0.160356,0.14445,0.168299,0.224454,0.306148,0.021986,0.303753
TTHERM_00001150,11.5432,8.89901,8.8771,6.46319,9.90134,6.59181,10.7609,6.93074,9.50863,7.07739,10.7123,6.9618,10.0945,7.60497,9.8272,8.6702,7.90426,8.51567
TTHERM_00001160,1.30677,1.16838,1.13464,1.27797,1.02899,0.92134,0.891078,1.02874,1.08374,1.17216,1.42734,1.12548,2.30518,1.53433,2.19932,1.94032,1.3704,1.78113
TTHERM_00001170,0.258663,0.191796,0.270375,0.115878,0.0981329,0.0471096,0.0981147,0.0663597,0.139246,0.0781402,0.116316,0.0540099,0.0671513,0.111869,0.0740653,0.0862723,0.0885418,0.0800992
TTHERM_00001180,1.59861,1.04139,0.878689,0.805693,0.782229,0.649645,0.727711,0.771979,0.930164,0.869475,1.0505,0.854607,1.13072,0.985446,1.1962,0.953291,1.04655,1.08529
TTHERM_00001185,0.107809,0.136929,0.916183,0.635464,1.10379,0.903963,1.55204,1.01736,2.21048,1.25253,1.73548,1.19294,0.671294,0.978605,0.470862,0.72751,0.782328,0.58943
TTHERM_00001190,0.092096,0.0703338,0.124339,0.110286,0.0910194,0.0830466,0.0774006,0.0898451,0.0979465,0.0738206,0.0918962,0.0675268,0.109717,0.078669,0.0864708,0.0826297,0.0819465,0.0801108
TTHERM_00001200,6.97188,6.44252,13.47,8.68853,9.24113,7.1567,6.66647,6.62094,6.03492,6.37713,6.05088,6.46691,5.93067,6.93739,6.74992,6.44887,5.72783,7.1034
TTHERM_00001210,0.00969952,0.0169552,0.0122182,0.00955932,0.0,0.00259018,0.0,0.00608145,0.00696288,0.00560643,0.0,0.0,0.00922999,0.00615092,0.00407128,0.00646651,0.011234,0.0210233
TTHERM_00001215,0.00647938,0.0141578,0.00306072,0.0159643,0.0227103,0.0233587,0.0176314,0.00914059,0.0174423,0.00280886,0.0295909,0.0178619,0.0339116,0.046225,0.00815901,0.0259183,0.00281418,0.00601876
TTHERM_00001220,1.30976,0.224221,0.402676,0.185844,0.180714,0.136222,0.171471,0.100512,0.214287,0.147629,0.36653,0.165994,0.441645,0.245912,0.412014,0.266327,0.282413,0.242404
TTHERM_00001230,5.22588,7.05059,3.81235,6.4989,4.0281,6.7314,4.85573,6.63285,5.13175,7.01936,5.05285,9.17278,4.82936,6.42895,3.85397,4.39294,3.36022,4.24408
TTHERM_00001240,1.52722,2.64073,0.686992,1.60458,0.61097,1.03749,0.860039,1.4622,1.47838,1.7968,1.53687,1.88471,1.75778,1.84765,1.60517,1.71581,1.36478,1.64572
TTHERM_00001243,7.83272,4.62676,12.2605,7.3798,9.88702,6.31664,9.82012,6.75433,11.2772,7.05447,12.2133,6.88707,10.7627,8.07524,10.2191,9.93791,10.8511,8.99204
TTHERM_00001300,6.34216,3.88822,5.26843,4.44187,4.40461,3.5524,4.48537,3.15037,5.42092,2.91243,7.34104,3.38072,6.83784,3.90564,6.69926,4.17752,6.41813,4.30713
TTHERM_00001310,0.21734,0.0949431,0.0831837,0.0561045,0.0362904,0.049789,0.0563267,0.0584366,0.111406,0.0403609,0.0472382,0.099805,0.024644,0.083743,0.104416,0.0518327,0.0494904,0.0769314
TTHERM_00001320,17.0427,20.336,16.7449,20.3745,15.098,18.6392,12.2855,17.0012,10.1917,15.9444,9.18865,13.84,10.0576,13.361,13.8593,14.0155,15.1898,15.1463
TTHERM_00001340,1.23759,0.810976,0.561266,0.901656,0.565335,0.713926,0.457488,0.836218,0.644716,0.642504,0.846143,0.628306,0.858065,0.904232,0.691727,1.01803,0.766701,0.863549
TTHERM_00001360,1.2969,0.898534,1.73323,1.49637,1.29873,1.41399,1.12241,1.71053,1.91082,1.94997,3.49601,1.7673,3.74739,2.7741,2.11493,2.87523,1.33809,2.1038
TTHERM_00001370,19.4936,43.7953,13.7054,31.5112,10.8561,35.8803,11.6159,36.2279,20.4751,49.1733,26.4945,64.6279,33.8542,52.8656,17.257,38.0284,10.9211,27.471
TTHERM_00001380,0.154535,0.0912825,0.145923,0.115249,0.131719,0.224073,0.284127,0.369102,0.598262,0.54514,1.50024,0.589313,1.70014,0.931229,0.622673,0.909661,0.221194,0.597378
TTHERM_00001400,0.825533,1.08906,0.738818,0.660777,0.771614,0.835286,0.826217,0.677883,0.828943,0.825784,0.796496,1.09392,0.749484,0.764869,0.83172,0.51627,0.819047,0.57661
TTHERM_00001405,0.642705,1.77128,0.765855,1.80771,0.916119,1.83087,1.10908,1.99642,1.59738,2.21883,1.72906,3.24886,1.38858,2.03445,1.03462,1.40796,0.913168,1.23321
TTHERM_00001430,0.112952,0.157879,0.160241,0.16143,0.101855,0.153989,0.129094,0.169752,0.151969,0.283575,0.264178,0.289929,0.199073,0.419417,0.349121,0.475084,0.353613,0.661019
TTHERM_00001440,0.699216,2.40433,1.70888,2.76291,1.94616,2.86135,2.10098,3.57516,1.99713,2.77782,2.32371,3.5142,1.89307,3.18821,2.06277,2.25537,2.55504,2.63769
TTHERM_00001480,0.134981,0.132887,0.0962129,0.114413,0.118101,0.135984,0.0780818,0.146372,0.0955788,0.114638,0.133728,0.138869,0.109466,0.113032,0.0723762,0.112116,0.0958319,0.120085
TTHERM_00001490,0.0142564,0.00672795,0.00183781,0.00396631,0.00567383,0.00604905,0.00514149,0.0115425,0.00610616,0.00409783,0.00539701,0.0167916,0.0165815,0.0116723,0.00356263,0.00754387,0.00655839,0.00701846
TTHERM_00002035,0.144095,0.0866597,0.0282209,0.0265153,0.0299871,0.0292227,0.0305704,0.0290356,0.00806804,0.0316745,0.0213932,0.0341504,0.0191658,0.0302519,0.0211826,0.0224271,0.0129983,0.0295591
TTHERM_00002580,0.166493,0.203023,0.146363,0.164091,0.0969497,0.148932,0.0505736,0.105623,0.0458567,0.0906258,0.0353589,0.120949,0.0663409,0.095783,0.0634143,0.0736074,0.0807446,0.111507
TTHERM_00002590,0.0096197,0.0121034,0.0131147,0.0113644,0.0117687,0.00941047,0.00349012,0.0120546,0.0126648,0.0129807,0.0134326,0.0196554,0.00914466,0.0121903,0.00806197,0.00960263,0.00556522,0.0119108
TTHERM_00002619,0.00983222,0.00859725,0.00824898,0.00645945,0.00437409,0.000874407,0.00713445,0.00821402,0.0117678,0.0094767,0.00374433,0.00703133,0.0031156,0.00726819,0.00412012,0.00872442,0.0047402,0.010145
TTHERM_00002620,3.07491,3.5813,2.63327,2.34295,1.67536,1.81511,0.895707,1.40779,1.02829,1.11275,0.947236,1.06421,0.963608,1.07275,1.40739,1.07029,1.51507,1.24888
TTHERM_00002630,0.255443,0.313761,0.192431,0.0408248,0.172851,0.0829707,0.0789032,0.0714271,0.18956,0.0808036,0.110346,0.101499,0.0689886,0.114934,0.139119,0.0690529,0.161937,0.0769591
TTHERM_00002640,0.0962209,0.291545,0.266652,0.265524,0.228047,0.375143,0.164081,0.322758,0.158868,0.32536,0.131832,0.35073,0.134291,0.305088,0.15347,0.221309,0.222885,0.202595
TTHERM_00002647,0.296812,0.363771,0.12249,0.238726,0.0614994,0.180401,0.051988,0.118723,0.0330614,0.147891,0.0740043,0.18809,0.0746753,0.136308,0.124601,0.12284,0.115587,0.148951
TTHERM_00002654,0.16216,0.489573,0.087064,0.286948,0.0701306,0.197857,0.0280805,0.242661,0.0634904,0.223651,0.105181,0.301371,0.0947107,0.12272,0.0928487,0.13273,0.188922,0.16776
TTHERM_00002660,0.228436,0.597655,0.149114,0.52088,0.272307,0.482668,0.233137,0.55244,0.245522,0.518543,0.373662,0.510112,0.218521,0.409183,0.145072,0.331432,0.186977,0.332079
TTHERM_00002670,0.0335116,0.035147,0.0126648,0.0198164,0.0,0.0187939,0.00729521,0.0220626,0.0,0.0290543,0.011478,0.0307932,0.00956735,0.0478175,0.0126607,0.023461,0.0145558,0.00933892
TTHERM_00002680,0.0639387,0.185294,0.0476921,0.162512,0.0269608,0.102452,0.0256402,0.0981156,0.0144941,0.102116,0.01921,0.120596,0.0416324,0.08003,0.0296657,0.0269252,0.0672375,0.0625203
TTHERM_00002690,1.91616,1.62992,1.0694,1.1377,0.83254,1.15107,0.723711,1.1078,0.934479,1.2566,1.40695,1.41657,1.4245,1.54682,1.27467,1.45152,0.987287,1.41565
TTHERM_00002700,0.128011,0.356254,0.066839,0.209163,0.0168682,0.116054,0.0440006,0.164754,0.0362731,0.169397,0.0692285,0.216681,0.0512937,0.0961368,0.0381817,0.0842295,0.0819403,0.115784
TTHERM_00002710,0.979324,1.32865,0.22382,0.372831,0.389482,0.572209,0.465635,0.525404,0.517718,0.570106,0.633683,0.737413,0.4206,0.649136,0.610058,0.480956,0.654235,0.568178
TTHERM_00002720,0.138524,0.332934,0.0392653,0.194545,0.017341,0.105436,0.0188472,0.107487,0.055933,0.123098,0.0316292,0.140011,0.0395497,0.135073,0.0479773,0.0588852,0.0661881,0.038604
TTHERM_00002730,0.274118,0.199091,0.312163,0.305866,0.281663,0.300709,0.266787,0.323095,0.432728,0.288086,0.475505,0.314685,0.404044,0.350178,0.257155,0.335993,0.254282,0.245138
TTHERM_00002740,0.241572,0.25521,0.143459,0.238106,0.163238,0.175706,0.207914,0.179776,0.193502,0.248274,0.288434,0.26827,0.165914,0.19256,0.148835,0.213912,0.122137,0.114848
TTHERM_00002770,0.172151,0.0764246,0.0339142,0.025484,0.0409448,0.0279854,0.0489265,0.0234719,0.0643818,0.0333684,0.0768193,0.0353684,0.0634589,0.0577315,0.047097,0.0621346,0.0530989,0.0427118
TTHERM_00003770,0.0823959,0.107966,0.0668031,0.0812145,0.0471777,0.0424828,0.0320313,0.0498575,0.0633453,0.0305973,0.0335713,0.0756595,0.0224303,0.050437,0.00742637,0.0117972,0.0511869,0.0164073
TTHERM_00003780,0.00779341,0.0100048,0.00987114,0.0103858,0.0130337,0.0122121,0.0166056,0.0119496,0.00976649,0.00793147,0.0132859,0.00840685,0.0236211,0.0125149,0.0143865,0.011624,0.00993041,0.00845978
TTHERM_00003785,1.92187,1.71059,1.76578,1.53134,1.11656,1.28464,0.859099,1.31163,0.857461,0.948154,0.933387,0.926845,0.990343,1.01687,1.54689,1.29931,1.42369,1.33159
TTHERM_00004790,0.0202428,0.0132646,0.0334954,0.00498796,0.0152098,0.0,0.0165255,0.00476221,0.0163429,0.0,0.00577482,0.00929601,0.0144597,0.00963453,0.0127632,0.0253427,0.0,0.0094043
TTHERM_00004800,0.0254236,0.133275,0.134619,0.125291,0.106975,0.134532,0.0553464,0.1579,0.0766284,0.118978,0.0754283,0.126091,0.130756,0.116164,0.0256481,0.101854,0.0751511,0.0661428
TTHERM_00004810,3.30191,2.85622,2.88529,2.07589,2.40919,2.0015,0.882436,1.50003,1.21219,1.24944,1.58832,1.77728,1.89686,1.47079,2.23989,1.85901,2.36024,2.25201
TTHERM_00004820,0.0586586,0.106179,0.273249,0.400563,0.318953,0.627948,0.624802,0.654321,1.22246,0.875285,1.25298,1.21633,0.606311,1.02466,0.195358,0.540941,0.280372,0.416505
TTHERM_00004830,17.4477,13.8308,31.3365,13.967,21.2159,12.8738,19.6802,8.95398,23.7494,13.7351,20.3651,14.1467,17.3848,18.1968,18.8896,20.5553,17.3623,22.9009
TTHERM_00004840,0.86296,0.876224,1.19513,1.4108,0.703172,1.14284,0.786605,1.1759,0.739888,1.05748,0.592094,0.766399,0.749088,0.768606,0.939233,0.844592,1.11724,0.886812
TTHERM_00004850,0.646669,1.03064,0.637121,0.795131,0.481045,0.711377,0.384608,0.734366,0.322851,0.652623,0.304151,0.636513,0.381258,0.628647,0.47137,0.728769,0.475622,0.76208
TTHERM_00004855,0.215969,0.194353,0.0681141,0.129017,0.131171,0.152262,0.17097,0.227971,0.183122,0.136074,0.149294,0.138192,0.1497,0.249332,0.190032,0.157506,0.222053,0.188546
TTHERM_00004860,0.458212,1.31517,0.31522,0.756649,0.0834794,0.472516,0.116594,0.414502,0.192145,0.541392,0.176506,0.611988,0.272162,0.322991,0.292861,0.351902,0.398529,0.387092
TTHERM_00004870,0.0806596,0.0519355,0.0642006,0.0794972,0.0297657,0.061244,0.0877959,0.0758826,0.0457044,0.0625568,0.0484547,0.0857983,0.0323334,0.0767552,0.0427993,0.0892274,0.0332044,0.0473281
TTHERM_00004880,0.0482655,0.052723,0.0494165,0.0356771,0.0201428,0.0419031,0.0175118,0.0227019,0.0346432,0.0278928,0.0505022,0.0997698,0.0306308,0.0497523,0.0456106,0.0402486,0.0454365,0.0261562
TTHERM_00005890,4.12084,3.96794,4.99391,4.62613,3.453,2.88939,2.37791,3.08601,3.37739,4.51571,5.76656,4.64136,11.586,7.32416,9.37025,9.58455,5.25276,7.60125
TTHERM_00005920,14.7025,10.8189,8.92297,9.37583,7.04067,7.01897,7.40938,7.21507,12.1116,9.72185,19.0122,10.221,21.1773,15.2093,17.297,17.9449,13.9125,15.8163
TTHERM_00005950,0.226002,0.302699,0.147808,0.232577,0.237655,0.258129,0.175148,0.229184,0.0939936,0.158837,0.10133,0.155207,0.11556,0.129812,0.172575,0.166296,0.253799,0.190601
TTHERM_00006010,26.3302,24.6598,14.7778,20.1193,12.5747,16.9134,12.5885,16.4665,12.1209,15.679,12.9925,15.3855,19.0713,16.8063,25.4696,21.4171,24.495,23.1448
TTHERM_00006020,0.0388859,0.0606726,0.0455121,0.0279821,0.0148974,0.0295296,0.0271737,0.0313628,0.0159942,0.0364476,0.0243531,0.0247516,0.01693,0.0309411,0.0107032,0.0248276,0.0191364,0.0250403
TTHERM_00006030,0.219207,0.840633,0.167476,0.659736,0.270156,0.743325,0.321205,0.736415,0.403942,0.653413,0.475848,0.668836,0.507002,0.558581,0.456153,0.500675,0.470163,0.507146
TTHERM_00006040,0.0724775,0.471128,0.0686222,0.404856,0.0565109,0.213339,0.0613619,0.212385,0.0779797,0.230147,0.0642683,0.347342,0.092169,0.153492,0.0814299,0.1132,0.0911426,0.217085
TTHERM_00006050,0.202435,0.216294,0.145394,0.215827,0.196389,0.257653,0.157168,0.216205,0.127271,0.17682,0.118415,0.177892,0.116887,0.143129,0.164106,0.157198,0.194822,0.163597
TTHERM_00006055,0.141702,0.449262,0.0864055,0.283573,0.133827,0.357064,0.104403,0.272471,0.0814117,0.19732,0.0772175,0.228529,0.108437,0.160899,0.179,0.142861,0.188519,0.21188
TTHERM_00006060,5.38606,5.1956,2.46225,3.7026,2.04501,3.42308,2.32014,3.43038,2.04871,2.65831,1.96229,2.61101,2.76001,2.90249,4.20376,3.5552,4.47111,3.92638
TTHERM_00006070,5.39427,6.58897,2.39488,4.17983,2.04737,3.6429,2.60695,4.16173,2.72576,3.74144,2.89557,3.70777,3.26529,3.89096,4.40701,4.35888,4.85785,4.71124
TTHERM_00006080,1.21805,1.17215,1.11005,1.00599,0.987778,0.968785,0.778047,0.957201,0.806703,0.808238,0.731337,0.932831,0.737223,0.840295,0.593902,0.840385,0.55874,0.828629
TTHERM_00006090,14.1637,12.2146,8.46978,9.65185,7.22039,7.6592,7.22118,7.30202,8.51094,8.94258,11.5392,9.0236,19.5793,12.7587,23.1813,18.4868,17.1754,17.7057
TTHERM_00006100,0.552317,0.341586,0.784231,0.894489,1.20972,0.980691,1.81759,1.2819,2.28153,1.45621,2.30851,1.41871,1.52756,1.44094,1.0656,1.52779,0.970767,1.13111
TTHERM_00006110,3.53446,3.095,1.18012,1.46056,0.84518,1.19814,0.852466,1.15888,1.11229,1.55704,1.90778,1.90769,3.31861,2.53372,3.93674,3.52821,2.61001,3.20172
TTHERM_00006120,292.448,223.546,272.312,223.973,254.262,216.193,254.102,221.736,257.436,232.75,262.044,221.073,276.177,254.124,271.715,263.482,246.356,255.521
TTHERM_00006130,7.03668,2.36822,5.79656,2.0433,4.2182,2.40947,3.09085,2.0201,3.22594,2.02897,3.71498,2.33692,3.8998,3.49792,4.54573,3.5456,5.07289,3.66352
TTHERM_00006140,9.98297,16.9769,8.81153,13.6343,11.2076,14.7535,12.0652,15.0719,14.7043,15.922,17.0945,19.8159,14.9719,16.0698,12.8455,14.5254,12.1442,12.7263
TTHERM_00006150,4.45448,2.5282,3.03538,2.97863,3.13107,2.9849,2.83962,2.71469,3.05143,2.57884,3.47481,2.36727,3.97765,3.18251,4.96044,4.36022,4.46892,4.37687
TTHERM_00006160,0.0,0.12025,0.0654388,0.0543777,0.0830319,0.110954,0.0450271,0.130098,0.0296395,0.0357719,0.0,0.138959,0.065929,0.0263377,0.03501,0.0695493,0.0,0.0641321
TTHERM_00006170,1.92003,4.21494,2.0478,4.26868,1.71259,5.4304,2.7322,6.16701,3.29199,7.28463,3.48627,10.1564,3.09462,5.93035,2.08521,3.85752,1.7955,3.8286
TTHERM_00006180,0.790305,4.39926,0.388251,1.72448,0.457701,2.39867,0.625894,2.44801,0.822395,3.20303,1.00521,5.49523,0.873963,3.51363,0.857144,1.65626,0.503996,1.76357
TTHERM_00006190,6.38943,5.29829,6.38629,5.03956,6.58368,5.11031,6.06691,5.18231,6.41414,5.29841,7.02565,5.46625,6.57539,5.87134,5.9737,5.96228,5.15705,5.48053
TTHERM_00006200,4.46709,5.37519,4.96026,6.1039,5.16182,6.00261,5.07306,6.58294,4.63859,6.02161,4.91128,5.70996,4.87874,5.79429,5.95171,5.70304,6.15001,6.15669
TTHERM_00006210,2.16762,2.16357,5.31433,4.38516,5.23934,4.49315,6.52974,4.7634,8.79621,6.07659,11.0059,5.753,7.74311,6.91319,4.51821,6.28686,5.45656,5.12098
TTHERM_00006220,156.296,101.712,139.491,109.47,99.5789,100.201,99.5928,104.401,113.373,110.797,133.02,102.959,113.329,121.34,112.472,115.495,131.266,115.607
TTHERM_00006230,7.73384,14.4377,9.84879,13.804,10.9592,14.1784,12.4919,13.6823,11.4972,12.0754,9.19445,14.5743,9.58115,11.362,10.0162,10.8784,10.545,11.9658
TTHERM_00006240,0.170015,1.29436,0.0725233,0.697241,0.0961032,0.617181,0.205947,1.01595,0.298252,1.36485,0.328787,1.84476,0.271319,1.03534,0.528109,1.08,0.462005,1.50531
TTHERM_00006260,1.05328,0.998244,1.36072,1.12873,1.25175,1.17927,1.26041,1.22031,1.43821,1.27632,1.6264,1.27692,1.23774,1.17087,1.3702,1.33243,1.44678,1.30256
TTHERM_00006270,0.568969,0.473821,0.594989,0.523447,0.632694,0.520408,0.574213,0.536555,0.688437,0.554377,0.872006,0.44359,0.803029,0.631636,0.677159,0.633049,0.63927,0.703993
TTHERM_00006280,0.510018,0.0890595,0.136846,0.108932,0.153399,0.116028,0.0370115,0.0960909,0.182898,0.184017,0.261624,0.109196,0.145963,0.283579,0.0859823,0.0939173,0.148037,0.16594
TTHERM_00006305,0.13026,0.212289,0.0328977,0.162651,0.0696537,0.181304,0.0567173,0.155441,0.0840807,0.233103,0.178176,0.207166,0.190556,0.273173,0.0768717,0.235543,0.0983126,0.250261
TTHERM_00006310,2.38729,1.61112,1.67286,1.61654,1.52674,1.47407,1.50878,1.37821,1.81897,1.55818,1.93765,1.42735,1.66541,1.50374,1.96751,1.76771,1.74541,1.76674
TTHERM_00006320,87.3562,68.4952,61.3397,49.9444,22.3218,23.6246,12.0376,22.8754,26.6549,40.0697,64.322,47.8447,134.775,82.3861,126.375,126.188,65.9194,108.043
TTHERM_00006330,0.877532,0.407871,0.191453,0.174554,0.158361,0.125553,0.107434,0.125819,0.0932106,0.0950002,0.135929,0.0957212,0.137552,0.115671,0.159813,0.174156,0.140821,0.15947
TTHERM_00006340,2.93442,5.03431,4.76848,6.6372,3.39905,6.9683,3.53988,7.89186,5.84408,7.718,5.28512,11.9974,4.4965,8.83524,3.59845,4.52052,2.05689,5.48557
TTHERM_00006350,27.1886,38.4578,2.61608,4.96579,1.66509,4.98023,3.23794,5.05747,5.43101,6.15301,9.49911,7.44133,10.5063,8.65983,10.4732,10.2871,10.5919,11.0675
TTHERM_00006360,1.06836,0.106007,0.421478,0.0558484,0.154161,0.0974624,0.105722,0.0457409,0.0522479,0.119157,0.147637,0.118838,0.146672,0.146554,0.173916,0.1219,0.1973,0.105328
TTHERM_00006380,4.12829,4.35924,5.84538,5.43338,5.26027,5.53949,5.53653,5.78344,7.71438,6.3814,8.76049,6.40903,8.53402,7.31656,5.01694,6.74743,4.46861,5.67732
TTHERM_00006390,3.92757,10.5916,7.5138,21.0244,10.214,28.9774,21.4629,34.7028,37.1877,46.4956,36.3234,62.7463,18.5142,36.1698,7.16327,18.5599,9.23993,13.8407
TTHERM_00006400,0.772315,0.390045,0.652125,0.436487,0.509027,0.417314,0.607401,0.456927,0.780179,0.564466,1.04477,0.567419,0.971546,0.608012,0.54094,0.627567,0.428869,0.495982
TTHERM_00006410,1.48522,1.00775,1.83725,1.42996,2.41002,1.73313,2.7986,1.78788,2.36733,1.49566,2.86554,1.58417,1.88639,1.63763,1.20574,1.51691,1.59699,1.08345
TTHERM_00006420,6.02088,4.2631,9.66035,7.04926,11.6725,7.65544,12.4077,8.33191,12.929,7.72204,12.9662,7.20144,10.5926,8.16888,9.71967,9.35748,11.0013,9.18699
TTHERM_00006430,0.247665,0.170636,0.17615,0.178036,0.0875299,0.0840214,0.0539144,0.15618,0.116091,0.0808455,0.0898289,0.107107,0.163562,0.13579,0.168732,0.192258,0.0986945,0.0757804
TTHERM_00006440,1.24204,2.15914,1.03122,2.00369,0.823613,1.50942,0.860389,1.19005,1.09296,1.55487,1.36832,2.09938,1.8033,1.74278,1.87154,1.69338,1.5655,1.88029
TTHERM_00006450,0.516998,0.690329,1.57536,1.2596,0.890681,1.0574,0.49521,0.910472,0.725823,1.20463,0.906417,1.02971,1.84273,1.34598,1.56875,1.49011,1.00279,1.3756
TTHERM_00006460,0.815089,1.2294,0.449271,0.930558,0.640448,0.649021,0.874456,1.0487,1.30647,1.22451,1.07706,1.33537,1.27385,1.16139,1.68701,1.14013,1.46369,1.20425
TTHERM_00006465,3.92087,11.5952,5.68194,12.0998,2.90272,11.6275,5.68039,11.565,4.64779,12.1527,4.37026,11.2564,2.965,8.29698,3.06885,4.094,3.41131,4.9803
TTHERM_00007500,0.337341,0.42619,0.0538469,0.276283,0.0566437,0.0913283,0.365853,0.0,0.179932,0.336738,0.18955,0.101999,0.108721,0.108185,0.143369,0.229624,0.248795,0.0
TTHERM_00007510,0.0982552,0.042882,0.0279309,0.0678044,0.0295609,0.0789371,0.0427825,0.138898,0.0422732,0.136089,0.0783721,0.117162,0.0750333,0.103073,0.111927,0.0889197,0.0513667,0.0456779
TTHERM_00007520,0.291163,1.08178,0.375698,1.05437,0.416132,0.778966,0.217728,0.595552,0.189101,0.516572,0.17515,0.602233,0.215629,0.369839,0.279656,0.253171,0.308765,0.313775
TTHERM_00007530,0.247224,0.950562,0.227258,0.73954,0.365805,0.676248,0.235751,0.555368,0.204992,0.548333,0.269859,0.611342,0.203927,0.393167,0.23398,0.299478,0.311525,0.260094
TTHERM_00007540,0.126679,0.351178,0.221542,0.496227,0.246624,0.395149,0.13533,0.368344,0.189481,0.358048,0.15003,0.410144,0.0780992,0.171764,0.0915111,0.145342,0.122217,0.15252
TTHERM_00007550,0.0841462,0.38912,0.0846066,0.353112,0.11959,0.265239,0.0679532,0.188878,0.0467692,0.152991,0.0216972,0.239486,0.0516472,0.0980956,0.0888326,0.0651189,0.120222,0.133626
TTHERM_00007894,0.0655885,0.248436,0.0826015,0.272022,0.0957762,0.262667,0.0684154,0.192734,0.0529731,0.16588,0.0436893,0.198417,0.0779985,0.106561,0.0447191,0.062831,0.154268,0.0786902
TTHERM_00008237,0.699926,2.02614,0.568421,1.54293,0.393086,1.36205,0.224097,0.992579,0.331465,1.15519,0.374041,1.20492,0.355435,0.76866,0.210155,0.438441,0.360438,0.440931
TTHERM_00008580,0.629754,0.85372,0.595338,0.78499,0.635483,0.805475,0.630032,0.670953,0.383841,0.569907,0.433341,0.58272,0.51148,0.520033,0.560374,0.547054,0.627892,0.653936
TTHERM_00008590,1.73838,1.26666,2.48387,2.28623,2.34928,1.86288,1.93985,1.81608,2.19287,1.94811,2.37527,2.08622,1.99868,1.81455,2.17008,1.87526,2.14422,1.72871
TTHERM_00008600,1.55223,2.46414,2.25863,4.97631,2.43549,4.06299,1.99756,3.94109,2.8957,4.08385,2.95293,3.56864,3.24336,3.35155,2.79451,3.20958,2.96055,3.18205
TTHERM_00008610,0.885863,1.58221,0.423865,2.33934,0.334333,1.93314,0.959967,2.15711,0.944497,1.51519,0.808313,2.15853,0.963536,1.80963,1.05837,1.92122,1.07742,1.50077
TTHERM_00008620,0.176897,0.288146,0.159989,0.300948,0.210653,0.283269,0.0912042,0.224063,0.0541491,0.142118,0.0808212,0.145497,0.0832272,0.141624,0.149905,0.11346,0.213375,0.146996
TTHERM_00008630,0.0552382,0.0482218,0.0261636,0.0363029,0.0184629,0.044366,0.0,0.0346986,0.0198067,0.0159416,0.0,0.0506758,0.0175711,0.0175554,0.0582349,0.0277578,0.0641547,0.0256775
TTHERM_00008650,0.120166,0.0925887,0.0653873,0.0802864,0.0754463,0.114158,0.108625,0.114886,0.136,0.118346,0.127942,0.119819,0.127843,0.118124,0.0948043,0.118014,0.116702,0.100254
TTHERM_00008660,1.63168,1.7384,0.826218,1.40463,0.514409,1.08967,0.322907,0.755901,0.307931,0.779306,0.459135,0.88922,0.768792,0.915732,0.846589,0.981585,0.699928,0.86654
