,TTHERM_ID,leiden_label_full
5953,TTHERM_00569430,486
6132,TTHERM_00568020,486
6360,TTHERM_00566730,486
6552,TTHERM_00564450,486
6655,TTHERM_00561809,486
6401,TTHERM_00561680,486
6293,TTHERM_00561270,486
6141,TTHERM_00561260,486
6500,TTHERM_00560130,486
5869,TTHERM_00559750,486
6636,TTHERM_00558660,486
6217,TTHERM_00558330,486
5950,TTHERM_00551010,486
6248,TTHERM_00550870,486
6653,TTHERM_00549450,486
6425,TTHERM_00548030,486
6330,TTHERM_00545770,486
6301,TTHERM_00545750,486
6642,TTHERM_00541500,486
6131,TTHERM_00540450,486
6545,TTHERM_00538500,486
6023,TTHERM_00535860,486
6607,TTHERM_00532799,486
6652,TTHERM_00532760,486
6058,TTHERM_00532600,486
6041,TTHERM_00532530,486
6199,TTHERM_00532360,486
6167,TTHERM_00530260,486
6624,TTHERM_00530220,486
6567,TTHERM_00530110,486
6255,TTHERM_00527420,486
6231,TTHERM_00526450,486
6117,TTHERM_00526400,486
6211,TTHERM_00526350,486
6341,TTHERM_00522800,486
6119,TTHERM_00522630,486
6647,TTHERM_00522570,486
6431,TTHERM_00516410,486
6646,TTHERM_00516400,486
6016,TTHERM_00515260,486
5875,TTHERM_00515250,486
6521,TTHERM_00509070,486
6643,TTHERM_00502450,486
6057,TTHERM_00499640,486
6582,TTHERM_00497880,486
6594,TTHERM_00497650,486
6471,TTHERM_00497170,486
5903,TTHERM_00494480,486
6166,TTHERM_00492590,486
6077,TTHERM_00490860,486
6561,TTHERM_00488340,486
6509,TTHERM_00487140,486
6443,TTHERM_00486700,486
6278,TTHERM_00486290,486
6271,TTHERM_00486130,486
6628,TTHERM_00486050,486
6503,TTHERM_00486000,486
6173,TTHERM_00476970,486
6412,TTHERM_00476670,486
6541,TTHERM_00476640,486
6479,TTHERM_00476550,486
6622,TTHERM_00475200,486
6326,TTHERM_00474970,486
6062,TTHERM_00474950,486
6284,TTHERM_00474910,486
6228,TTHERM_00473010,486
6617,TTHERM_00471850,486
6613,TTHERM_00471790,486
6079,TTHERM_00471330,486
5984,TTHERM_00471170,486
6637,TTHERM_00471090,486
6635,TTHERM_00470960,486
6003,TTHERM_00470500,486
6061,TTHERM_00469200,486
6340,TTHERM_00469160,486
5934,TTHERM_00469150,486
6610,TTHERM_00467790,486
6633,TTHERM_00467660,486
5948,TTHERM_00467510,486
6569,TTHERM_00467240,486
6379,TTHERM_00463910,486
6632,TTHERM_00463490,486
6631,TTHERM_00463130,486
6288,TTHERM_00462820,486
6106,TTHERM_00462810,486
6111,TTHERM_00461800,486
6497,TTHERM_00460590,486
6475,TTHERM_00459289,486
6165,TTHERM_00457050,486
6083,TTHERM_00456970,486
6007,TTHERM_00456810,486
6554,TTHERM_00455320,486
6604,TTHERM_00454080,486
6441,TTHERM_00446280,486
6033,TTHERM_00444510,486
6273,TTHERM_00444300,486
6626,TTHERM_00439350,486
6196,TTHERM_00439280,486
6162,TTHERM_00439270,486
5964,TTHERM_00439250,486
6150,TTHERM_00438990,486
6505,TTHERM_00437390,486
6070,TTHERM_00434220,486
6459,TTHERM_00434150,486
6484,TTHERM_00434100,486
6445,TTHERM_00434070,486
6230,TTHERM_00434040,486
6488,TTHERM_00433680,486
6188,TTHERM_00429760,486
6596,TTHERM_00429710,486
6618,TTHERM_00424660,486
6287,TTHERM_00424600,486
6496,TTHERM_00421110,486
6417,TTHERM_00420970,486
6095,TTHERM_00420560,486
6449,TTHERM_00420230,486
6612,TTHERM_00420040,486
5981,TTHERM_00418230,486
6549,TTHERM_00414290,486
6366,TTHERM_00411960,486
6534,TTHERM_00409040,486
6126,TTHERM_00409030,486
6140,TTHERM_00404210,486
6069,TTHERM_00400810,486
6305,TTHERM_00400780,486
6394,TTHERM_00399480,486
6147,TTHERM_00399320,486
6247,TTHERM_00395779,486
6164,TTHERM_00394510,486
5972,TTHERM_00394460,486
6473,TTHERM_00393140,486
5928,TTHERM_00392630,486
6570,TTHERM_00391230,486
6502,TTHERM_00388310,486
6465,TTHERM_00382449,486
6440,TTHERM_00382350,486
6020,TTHERM_00375150,486
6603,TTHERM_00372530,486
6022,TTHERM_00371010,486
6393,TTHERM_00370959,486
6602,TTHERM_00370870,486
6601,TTHERM_00369610,486
6599,TTHERM_00363080,486
6478,TTHERM_00361610,486
6143,TTHERM_00361359,486
6551,TTHERM_00359160,486
6576,TTHERM_00355630,486
6524,TTHERM_00355380,486
6240,TTHERM_00353320,486
6593,TTHERM_00353310,486
6171,TTHERM_00351140,486
6520,TTHERM_00346580,486
6105,TTHERM_00344280,486
5868,TTHERM_00344270,486
6025,TTHERM_00344170,486
6588,TTHERM_00343840,486
6406,TTHERM_00341280,486
6574,TTHERM_00339900,486
6585,TTHERM_00339620,486
6583,TTHERM_00338090,486
6044,TTHERM_00334542,486
6581,TTHERM_00333210,486
6563,TTHERM_00327290,486
6538,TTHERM_00327190,486
6286,TTHERM_00324372,486
6154,TTHERM_00324340,486
6093,TTHERM_00323150,486
5867,TTHERM_00322950,486
6577,TTHERM_00322880,486
6453,TTHERM_00321560,486
6187,TTHERM_00320510,486
6283,TTHERM_00320039,486
6019,TTHERM_00318660,486
6564,TTHERM_00317020,486
6557,TTHERM_00316990,486
6038,TTHERM_00316420,486
5866,TTHERM_00313730,486
6571,TTHERM_00313700,486
5971,TTHERM_00313060,486
6350,TTHERM_00313050,486
6339,TTHERM_00312950,486
6206,TTHERM_00312550,486
6530,TTHERM_00312530,486
6378,TTHERM_00312520,486
6565,TTHERM_00312310,486
5939,TTHERM_00310460,486
6405,TTHERM_00310440,486
6495,TTHERM_00307790,486
6178,TTHERM_00297200,486
6411,TTHERM_00297140,486
6177,TTHERM_00295900,486
6560,TTHERM_00295840,486
6092,TTHERM_00295160,486
6246,TTHERM_00294750,486
6222,TTHERM_00292110,486
5958,TTHERM_00287980,486
5913,TTHERM_00285550,486
6068,TTHERM_00285480,486
6514,TTHERM_00277170,486
6447,TTHERM_00274570,486
6525,TTHERM_00274560,486
5991,TTHERM_00274550,486
6335,TTHERM_00274510,486
6544,TTHERM_00268320,486
6542,TTHERM_00266570,486
6540,TTHERM_00266390,486
6333,TTHERM_002653530,486
6298,TTHERM_002653470,486
5902,TTHERM_002653451,486
6356,TTHERM_002653450,486
6537,TTHERM_00265190,486
5933,TTHERM_00265180,486
6536,TTHERM_00264770,486
6002,TTHERM_00263580,486
6533,TTHERM_00263409,486
6266,TTHERM_00263400,486
6292,TTHERM_00263330,486
6392,TTHERM_00263080,486
6125,TTHERM_00261850,486
6110,TTHERM_00261810,486
6529,TTHERM_00259470,486
6527,TTHERM_00257120,486
6526,TTHERM_00257110,486
6235,TTHERM_00257100,486
6313,TTHERM_00257060,486
5892,TTHERM_00257010,486
6355,TTHERM_00252390,486
5957,TTHERM_00251110,486
6522,TTHERM_00249670,486
6149,TTHERM_00248360,486
6013,TTHERM_00248210,486
6353,TTHERM_00245340,486
6064,TTHERM_00243950,486
6010,TTHERM_00243840,486
5905,TTHERM_00242420,486
6065,TTHERM_00242310,486
6060,TTHERM_00242220,486
6371,TTHERM_00234140,486
6455,TTHERM_00227270,486
5944,TTHERM_00225760,486
6384,TTHERM_00224570,486
6454,TTHERM_00224490,486
6006,TTHERM_00224480,486
6124,TTHERM_00222310,486
6226,TTHERM_00220920,486
6307,TTHERM_00220680,486
6370,TTHERM_00209400,486
6180,TTHERM_00207240,486
6254,TTHERM_00201700,486
6183,TTHERM_00201670,486
6399,TTHERM_00201620,486
6477,TTHERM_00200560,486
6377,TTHERM_00198080,486
6185,TTHERM_00195860,486
6198,TTHERM_00194360,486
6434,TTHERM_00192110,486
6386,TTHERM_00192100,486
6452,TTHERM_00191140,486
5882,TTHERM_00187200,486
6476,TTHERM_00186020,486
6474,TTHERM_00185900,486
6472,TTHERM_00171700,486
6137,TTHERM_00171610,486
6470,TTHERM_00170139,486
6466,TTHERM_001662070,486
6464,TTHERM_00166070,486
6102,TTHERM_00163950,486
6343,TTHERM_00162860,486
6460,TTHERM_00161780,486
6424,TTHERM_00161220,486
6458,TTHERM_00161160,486
6457,TTHERM_00161110,486
6218,TTHERM_00161060,486
6451,TTHERM_00156669,486
5900,TTHERM_00151780,486
6448,TTHERM_00151710,486
6151,TTHERM_001511200,486
6408,TTHERM_00151070,486
6281,TTHERM_00151060,486
6446,TTHERM_001498868,486
6444,TTHERM_00149798,486
6325,TTHERM_00149630,486
6027,TTHERM_00149300,486
6437,TTHERM_00149040,486
6435,TTHERM_00146370,486
6315,TTHERM_001420339,486
6429,TTHERM_001415159,486
6428,TTHERM_00141170,486
6427,TTHERM_00141110,486
6423,TTHERM_00140740,486
6422,TTHERM_00138230,486
6001,TTHERM_00137670,486
6088,TTHERM_00137600,486
6242,TTHERM_00136210,486
6419,TTHERM_00136120,486
6418,TTHERM_00136069,486
6416,TTHERM_001360490,486
5911,TTHERM_00136000,486
6410,TTHERM_00134940,486
6404,TTHERM_00133390,486
5917,TTHERM_001333175,486
6153,TTHERM_001325754,486
6268,TTHERM_00131110,486
6241,TTHERM_00129700,486
5895,TTHERM_001293243,486
6282,TTHERM_001292214,486
6398,TTHERM_00128830,486
6396,TTHERM_001287957,486
6176,TTHERM_00128700,486
5873,TTHERM_00128640,486
6390,TTHERM_00128420,486
6086,TTHERM_001277532,486
6388,TTHERM_00127130,486
6385,TTHERM_001262899,486
6383,TTHERM_001260714,486
6055,TTHERM_00125430,486
6381,TTHERM_00125090,486
6205,TTHERM_00123729,486
6161,TTHERM_001232265,486
6373,TTHERM_001232232,486
5947,TTHERM_00122280,486
6369,TTHERM_00122242,486
6368,TTHERM_00122210,486
6365,TTHERM_001215039,486
6364,TTHERM_001212889,486
6363,TTHERM_001170583,486
6362,TTHERM_001147129,486
6359,TTHERM_00112950,486
5935,TTHERM_00112310,486
6100,TTHERM_001122741,486
6097,TTHERM_001121650,486
6354,TTHERM_001107439,486
6026,TTHERM_001079289,486
6332,TTHERM_001076869,486
6351,TTHERM_001055426,486
6312,TTHERM_00105400,486
6347,TTHERM_00105330,486
6346,TTHERM_001038803,486
6342,TTHERM_001026242,486
5915,TTHERM_001014709,486
6337,TTHERM_00101250,486
6334,TTHERM_00101170,486
6331,TTHERM_001009993,486
6329,TTHERM_001008628,486
6324,TTHERM_000992712,486
6322,TTHERM_000980962,486
5977,TTHERM_000980961,486
6320,TTHERM_000975359,486
5975,TTHERM_00096770,486
6318,TTHERM_000967548,486
6314,TTHERM_000957669,486
5904,TTHERM_000956543,486
6311,TTHERM_00095370,486
6310,TTHERM_000951962,486
6309,TTHERM_00094230,486
6308,TTHERM_000941379,486
5891,TTHERM_000925709,486
5894,TTHERM_00091520,486
6302,TTHERM_00091490,486
6300,TTHERM_00090430,486
6299,TTHERM_00090250,486
6297,TTHERM_000901634,486
5931,TTHERM_00088160,486
5890,TTHERM_000873621,486
6285,TTHERM_00086820,486
5956,TTHERM_00086810,486
6076,TTHERM_000867570,486
6280,TTHERM_000862770,486
6279,TTHERM_000858109,486
6277,TTHERM_000853099,486
6274,TTHERM_00085180,486
6272,TTHERM_00083879,486
6267,TTHERM_000837939,486
6264,TTHERM_000835379,486
6262,TTHERM_000834939,486
6261,TTHERM_000833679,486
6260,TTHERM_000825249,486
6259,TTHERM_000819632,486
6257,TTHERM_000807999,486
6253,TTHERM_00079830,486
5881,TTHERM_000798119,486
6251,TTHERM_00079800,486
6249,TTHERM_000794409,486
6049,TTHERM_000793981,486
6245,TTHERM_00077400,486
6114,TTHERM_000773529,486
6244,TTHERM_00077330,486
5955,TTHERM_00077280,486
5951,TTHERM_00077260,486
6238,TTHERM_00075900,486
6236,TTHERM_00075770,486
6232,TTHERM_00075700,486
6229,TTHERM_00075670,486
6130,TTHERM_00075550,486
5863,TTHERM_00074420,486
6221,TTHERM_000716179,486
6220,TTHERM_00070820,486
6219,TTHERM_00069570,486
6215,TTHERM_000678559,486
6213,TTHERM_000678048,486
5857,TTHERM_000670379,486
6208,TTHERM_00067000,486
6192,TTHERM_000656209,486
6203,TTHERM_000648878,486
6201,TTHERM_000644779,486
6129,TTHERM_000635758,486
6197,TTHERM_000629729,486
6195,TTHERM_000621199,486
6193,TTHERM_000619879,486
6191,TTHERM_000616099,486
6186,TTHERM_00059410,486
5898,TTHERM_000592751,486
6181,TTHERM_000582139,486
6179,TTHERM_000575579,486
6175,TTHERM_00057200,486
6174,TTHERM_000571589,486
6172,TTHERM_000544739,486
5908,TTHERM_00052410,486
6163,TTHERM_000522919,486
6160,TTHERM_000519809,486
6155,TTHERM_00051750,486
6152,TTHERM_000516461,486
6148,TTHERM_00050580,486
6128,TTHERM_00049280,486
6142,TTHERM_000491079,486
5941,TTHERM_000490737,486
6136,TTHERM_000490579,486
6133,TTHERM_000488179,486
5910,TTHERM_000486878,486
6123,TTHERM_000486129,486
6118,TTHERM_00047482,486
6051,TTHERM_000474449,486
6115,TTHERM_000470731,486
6113,TTHERM_00046910,486
6109,TTHERM_000467229,486
6104,TTHERM_000466162,486
6101,TTHERM_000461821,486
6099,TTHERM_000461810,486
6096,TTHERM_000452063,486
6094,TTHERM_000446069,486
6091,TTHERM_000444892,486
6089,TTHERM_000440659,486
6084,TTHERM_000420499,486
6081,TTHERM_000419664,486
6078,TTHERM_000414529,486
6075,TTHERM_000414528,486
6073,TTHERM_00040400,486
6067,TTHERM_00039280,486
6059,TTHERM_00038840,486
6056,TTHERM_00038800,486
6037,TTHERM_000382269,486
6050,TTHERM_00037090,486
6048,TTHERM_00036970,486
6046,TTHERM_00036920,486
6043,TTHERM_00036880,486
6040,TTHERM_000355919,486
6036,TTHERM_00034980,486
6032,TTHERM_000339809,486
5997,TTHERM_000338239,486
6021,TTHERM_000313309,486
6018,TTHERM_000311961,486
6015,TTHERM_000310249,486
6011,TTHERM_000304243,486
5880,TTHERM_000300519,486
6005,TTHERM_000295049,486
6000,TTHERM_00028850,486
5996,TTHERM_00028740,486
5990,TTHERM_000251119,486
5988,TTHERM_000251049,486
5985,TTHERM_000243659,486
5982,TTHERM_000242459,486
5980,TTHERM_00024220,486
5976,TTHERM_000235239,486
5973,TTHERM_00022780,486
5970,TTHERM_000227559,486
5968,TTHERM_000224589,486
5965,TTHERM_000220819,486
5963,TTHERM_000218289,486
5858,TTHERM_000213644,486
5954,TTHERM_000201618,486
5949,TTHERM_00016490,486
5946,TTHERM_00016480,486
5943,TTHERM_00016220,486
5942,TTHERM_000161299,486
5938,TTHERM_000158289,486
5936,TTHERM_00014950,486
5932,TTHERM_00013770,486
5929,TTHERM_000123759,486
5926,TTHERM_000101564,486
5924,TTHERM_000101249,486
5916,TTHERM_000085199,486
5914,TTHERM_000085179,486
5912,TTHERM_000079949,486
5909,TTHERM_000075819,486
5907,TTHERM_00006430,486
5872,TTHERM_00006250,486
5901,TTHERM_00006240,486
5897,TTHERM_00006060,486
5893,TTHERM_00004860,486
5888,TTHERM_000041635,486
5887,TTHERM_000041632,486
5879,TTHERM_000037782,486
5876,TTHERM_000037426,486
5874,TTHERM_000035398,486
5871,TTHERM_000030049,486
5865,TTHERM_00001430,486
5864,TTHERM_00001420,486
5860,TTHERM_000013569,486
19728,TTHERM_01197160,485
19731,TTHERM_00476880,485
19730,TTHERM_00327150,485
19729,TTHERM_000727808,485
18449,TTHERM_00834970,484
18443,TTHERM_00782050,484
18447,TTHERM_00467750,484
18448,TTHERM_00353379,484
18450,TTHERM_00349060,484
18446,TTHERM_00290900,484
18445,TTHERM_001038801,484
18444,TTHERM_000786971,484
18442,TTHERM_00077210,484
17118,TTHERM_01115240,483
17114,TTHERM_00829350,483
17124,TTHERM_00757570,483
17123,TTHERM_00695690,483
17129,TTHERM_00477050,483
17121,TTHERM_00420090,483
17120,TTHERM_00373760,483
17128,TTHERM_00301690,483
17127,TTHERM_00137740,483
17126,TTHERM_0012139592,483
17125,TTHERM_00083770,483
17122,TTHERM_00075890,483
17117,TTHERM_000515281,483
17119,TTHERM_00050540,483
17116,TTHERM_000327209,483
17115,TTHERM_000170149,483
19080,TTHERM_00826780,482
19082,TTHERM_00812800,482
19081,TTHERM_00773720,482
19083,TTHERM_00723550,482
19078,TTHERM_00448810,482
19079,TTHERM_00274500,482
19077,TTHERM_00059240,482
19931,TTHERM_00794300,481
19930,TTHERM_00691600,481
19928,TTHERM_00191240,481
19929,TTHERM_00188860,481
17386,TTHERM_00939200,480
17375,TTHERM_00755940,480
17387,TTHERM_00641080,480
17384,TTHERM_00456980,480
17380,TTHERM_00426380,480
17382,TTHERM_00324550,480
17378,TTHERM_00266290,480
17385,TTHERM_000628708,480
17383,TTHERM_00059270,480
17377,TTHERM_00043950,480
17381,TTHERM_000418499,480
17379,TTHERM_00023992,480
17376,TTHERM_000142399,480
17374,TTHERM_000058649,480
8978,TTHERM_01658030,479
9112,TTHERM_01457090,479
8887,TTHERM_01435690,479
8812,TTHERM_01367670,479
8896,TTHERM_01298520,479
9172,TTHERM_01298490,479
8778,TTHERM_01298450,479
9053,TTHERM_01289160,479
9177,TTHERM_01266080,479
9024,TTHERM_01248950,479
8904,TTHERM_01243540,479
8870,TTHERM_01230110,479
8940,TTHERM_01207650,479
8965,TTHERM_01194640,479
8953,TTHERM_01179900,479
8860,TTHERM_01160990,479
8913,TTHERM_01151610,479
8851,TTHERM_01142810,479
9163,TTHERM_01113110,479
9005,TTHERM_01109930,479
9068,TTHERM_01093560,479
8961,TTHERM_01079210,479
8893,TTHERM_01079140,479
8937,TTHERM_01079060,479
9149,TTHERM_01055560,479
8833,TTHERM_01055480,479
8977,TTHERM_01054180,479
8849,TTHERM_01050690,479
8987,TTHERM_01049350,479
8843,TTHERM_01043360,479
8950,TTHERM_01031260,479
8917,TTHERM_01006370,479
8960,TTHERM_01005140,479
9071,TTHERM_00999090,479
9124,TTHERM_00994240,479
9022,TTHERM_00991630,479
9062,TTHERM_00971840,479
9158,TTHERM_00957580,479
9033,TTHERM_00945280,479
9004,TTHERM_00945242,479
9127,TTHERM_00945240,479
9084,TTHERM_00939230,479
9119,TTHERM_00939140,479
9169,TTHERM_00939030,479
8922,TTHERM_00938840,479
8942,TTHERM_00937630,479
9137,TTHERM_00933190,479
8783,TTHERM_00925770,479
9140,TTHERM_00925480,479
8899,TTHERM_00924290,479
8914,TTHERM_00920820,479
9006,TTHERM_00905060,479
8972,TTHERM_00873680,479
8818,TTHERM_00865340,479
8976,TTHERM_00865250,479
8956,TTHERM_00865160,479
8831,TTHERM_00857920,479
9175,TTHERM_00857800,479
8802,TTHERM_00853080,479
8825,TTHERM_00849270,479
9108,TTHERM_00848120,479
9168,TTHERM_00840000,479
9035,TTHERM_00835010,479
9161,TTHERM_00826910,479
9132,TTHERM_00825210,479
9086,TTHERM_00825200,479
8806,TTHERM_00823770,479
8921,TTHERM_00823690,479
9171,TTHERM_00822210,479
8903,TTHERM_00819530,479
9150,TTHERM_00787410,479
8840,TTHERM_00782060,479
8949,TTHERM_00781030,479
9153,TTHERM_00780760,479
9058,TTHERM_00780570,479
9003,TTHERM_00780470,479
8993,TTHERM_00766410,479
8910,TTHERM_00763060,479
8935,TTHERM_00755890,479
8841,TTHERM_00752220,479
9079,TTHERM_00752170,479
8938,TTHERM_00736532,479
8998,TTHERM_00730320,479
9075,TTHERM_00724700,479
9165,TTHERM_00723400,479
9134,TTHERM_00723010,479
9044,TTHERM_00721740,479
9176,TTHERM_00720120,479
8918,TTHERM_00718050,479
9131,TTHERM_00716250,479
9030,TTHERM_00709740,479
9096,TTHERM_00703710,479
8968,TTHERM_00703480,479
9029,TTHERM_00700920,479
9139,TTHERM_00691900,479
8892,TTHERM_00691420,479
9083,TTHERM_00691340,479
9142,TTHERM_00691110,479
8959,TTHERM_00689980,479
9095,TTHERM_00689840,479
8925,TTHERM_00686140,479
8855,TTHERM_00684470,479
9174,TTHERM_00678380,479
9090,TTHERM_00666200,479
8902,TTHERM_00656060,479
9136,TTHERM_00655720,479
8777,TTHERM_00655280,479
8801,TTHERM_00649160,479
8933,TTHERM_00649109,479
8991,TTHERM_00649010,479
8984,TTHERM_00647000,479
8990,TTHERM_00641120,479
8958,TTHERM_00637530,479
8980,TTHERM_00637520,479
9045,TTHERM_00636870,479
8996,TTHERM_00635810,479
9173,TTHERM_00633610,479
9156,TTHERM_00633240,479
9076,TTHERM_00630490,479
9028,TTHERM_00628400,479
8788,TTHERM_00624630,479
9167,TTHERM_00623010,479
8877,TTHERM_00616420,479
9064,TTHERM_00616170,479
9078,TTHERM_00614840,479
9070,TTHERM_00599750,479
8828,TTHERM_00592720,479
9122,TTHERM_00584490,479
9155,TTHERM_00582060,479
9019,TTHERM_00578720,479
8924,TTHERM_00576790,479
9082,TTHERM_00572150,479
8800,TTHERM_00571640,479
9144,TTHERM_00569490,479
9170,TTHERM_00569170,479
8859,TTHERM_00566680,479
9118,TTHERM_00561710,479
9166,TTHERM_00558460,479
8932,TTHERM_00558400,479
9057,TTHERM_00558370,479
9130,TTHERM_00558360,479
8884,TTHERM_00558030,479
9038,TTHERM_00557850,479
9162,TTHERM_00549500,479
9087,TTHERM_00545860,479
8824,TTHERM_00540090,479
8819,TTHERM_00537420,479
9094,TTHERM_00537370,479
9089,TTHERM_00537040,479
9041,TTHERM_00535480,479
9164,TTHERM_00535210,479
8992,TTHERM_00535150,479
9050,TTHERM_00532620,479
8934,TTHERM_00532510,479
9016,TTHERM_00529900,479
9148,TTHERM_00529770,479
8948,TTHERM_00529510,479
8782,TTHERM_00523059,479
9021,TTHERM_00523030,479
8986,TTHERM_00522560,479
8809,TTHERM_00521970,479
8817,TTHERM_00518730,479
9160,TTHERM_00500850,479
8957,TTHERM_00499520,479
9101,TTHERM_00499340,479
9159,TTHERM_00497600,479
9146,TTHERM_00492870,479
8979,TTHERM_00492390,479
8927,TTHERM_00488250,479
9128,TTHERM_00486990,479
9154,TTHERM_00486660,479
9098,TTHERM_00486610,479
9145,TTHERM_00481320,479
9100,TTHERM_00473110,479
8945,TTHERM_00470720,479
9157,TTHERM_00470710,479
8854,TTHERM_00467880,479
9069,TTHERM_00467860,479
9135,TTHERM_00467770,479
9023,TTHERM_00467340,479
9065,TTHERM_00463380,479
8936,TTHERM_00460630,479
8876,TTHERM_00460500,479
9066,TTHERM_00459320,479
8839,TTHERM_00449029,479
9110,TTHERM_00448760,479
9152,TTHERM_00446370,479
9151,TTHERM_00446250,479
8838,TTHERM_00444240,479
8963,TTHERM_00443109,479
9027,TTHERM_00442600,479
8868,TTHERM_00442140,479
9126,TTHERM_00438860,479
9147,TTHERM_00434190,479
8815,TTHERM_00434120,479
9051,TTHERM_00433450,479
8872,TTHERM_00431240,479
8835,TTHERM_00430010,479
9088,TTHERM_00429820,479
9026,TTHERM_00427460,479
8798,TTHERM_00425780,479
8898,TTHERM_00420960,479
8915,TTHERM_00420790,479
8858,TTHERM_00419759,479
9115,TTHERM_00414230,479
9143,TTHERM_00411530,479
9073,TTHERM_00404320,479
9141,TTHERM_00399420,479
8864,TTHERM_00399380,479
9093,TTHERM_00393350,479
8989,TTHERM_00392980,479
9032,TTHERM_00392979,479
9013,TTHERM_00391610,479
9138,TTHERM_00391510,479
9092,TTHERM_00372440,479
8808,TTHERM_00372430,479
9133,TTHERM_00372340,479
9106,TTHERM_00371030,479
9129,TTHERM_00361720,479
9043,TTHERM_00357090,479
8789,TTHERM_00357030,479
9091,TTHERM_00355430,479
9113,TTHERM_00354799,479
8905,TTHERM_00348650,479
8923,TTHERM_00346790,479
9116,TTHERM_00338110,479
8982,TTHERM_00338080,479
8795,TTHERM_00335820,479
9125,TTHERM_00334360,479
8967,TTHERM_00329900,479
9123,TTHERM_00329710,479
8827,TTHERM_00327330,479
8774,TTHERM_00327010,479
8867,TTHERM_00326940,479
9002,TTHERM_00320300,479
9121,TTHERM_00318870,479
9109,TTHERM_00318790,479
9120,TTHERM_00317510,479
9042,TTHERM_00316910,479
8848,TTHERM_00316530,479
8865,TTHERM_00316370,479
8908,TTHERM_00315990,479
9010,TTHERM_00313710,479
9055,TTHERM_00312850,479
8971,TTHERM_00312810,479
9117,TTHERM_00310890,479
9007,TTHERM_00310560,479
9081,TTHERM_00295290,479
9114,TTHERM_00294930,479
9060,TTHERM_00294840,479
9052,TTHERM_00294820,479
8823,TTHERM_00293450,479
8773,TTHERM_00293400,479
9111,TTHERM_00293370,479
8944,TTHERM_00292150,479
8776,TTHERM_00292070,479
9107,TTHERM_00285620,479
9105,TTHERM_00283650,479
8975,TTHERM_00279810,479
9104,TTHERM_00268160,479
8882,TTHERM_00266680,479
9049,TTHERM_00266620,479
8880,TTHERM_00263370,479
9103,TTHERM_00259640,479
9102,TTHERM_00259630,479
8807,TTHERM_00254490,479
9074,TTHERM_00252420,479
8970,TTHERM_00251100,479
9099,TTHERM_00245700,479
9012,TTHERM_00243790,479
9097,TTHERM_00242330,479
8772,TTHERM_00242188,479
9040,TTHERM_00242110,479
9017,TTHERM_00241600,479
9085,TTHERM_00239420,479
8891,TTHERM_00237609,479
8900,TTHERM_00237540,479
8995,TTHERM_00225810,479
8952,TTHERM_00221019,479
8797,TTHERM_00220819,479
8875,TTHERM_00220800,479
8842,TTHERM_00220650,479
9080,TTHERM_00219450,479
9077,TTHERM_00205170,479
8920,TTHERM_00202900,479
9072,TTHERM_00198000,479
9048,TTHERM_00196650,479
9067,TTHERM_00195970,479
8811,TTHERM_00195890,479
9001,TTHERM_00194510,479
9009,TTHERM_00194400,479
9054,TTHERM_00194330,479
9063,TTHERM_00194240,479
9061,TTHERM_00193660,479
9059,TTHERM_00191860,479
8771,TTHERM_00189617,479
9056,TTHERM_00189380,479
8814,TTHERM_00189290,479
8786,TTHERM_00189280,479
8955,TTHERM_00188630,479
8837,TTHERM_00187120,479
9036,TTHERM_00185760,479
9047,TTHERM_00185660,479
9046,TTHERM_00185310,479
8874,TTHERM_00170150,479
8886,TTHERM_00158390,479
9000,TTHERM_00151450,479
9015,TTHERM_00149590,479
9039,TTHERM_00149560,479
8999,TTHERM_00149500,479
9037,TTHERM_00147560,479
9034,TTHERM_00143710,479
9031,TTHERM_00141060,479
9025,TTHERM_00138340,479
8856,TTHERM_00137760,479
9020,TTHERM_00136460,479
9008,TTHERM_00136040,479
9018,TTHERM_00136020,479
8907,TTHERM_001309064,479
9014,TTHERM_001293241,479
8946,TTHERM_00129070,479
9011,TTHERM_00128960,479
8794,TTHERM_00128940,479
8895,TTHERM_00128930,479
8792,TTHERM_00125580,479
8822,TTHERM_001232262,479
8890,TTHERM_001216069,479
8974,TTHERM_001197031,479
8997,TTHERM_00118740,479
8994,TTHERM_001164179,479
8862,TTHERM_00112750,479
8847,TTHERM_001080489,479
8846,TTHERM_00106960,479
8988,TTHERM_00105460,479
8985,TTHERM_00105260,479
8983,TTHERM_00105160,479
8981,TTHERM_001035551,479
8973,TTHERM_001028880,479
8889,TTHERM_00101200,479
8790,TTHERM_001004919,479
8888,TTHERM_000977659,479
8830,TTHERM_00094080,479
8969,TTHERM_00085510,479
8805,TTHERM_000842529,479
8966,TTHERM_00083380,479
8964,TTHERM_00082260,479
8962,TTHERM_000804799,479
8931,TTHERM_00079900,479
8954,TTHERM_000794408,479
8951,TTHERM_000780829,479
8947,TTHERM_000773538,479
8821,TTHERM_000756448,479
8943,TTHERM_00074260,479
8941,TTHERM_000732839,479
8939,TTHERM_000730311,479
8912,TTHERM_000703949,479
8930,TTHERM_00069470,479
8929,TTHERM_00069210,479
8928,TTHERM_000691569,479
8926,TTHERM_000655759,479
8879,TTHERM_000624469,479
8919,TTHERM_00059450,479
8804,TTHERM_00059120,479
8916,TTHERM_000590199,479
8911,TTHERM_00055970,479
8909,TTHERM_000534089,479
8906,TTHERM_00052040,479
8901,TTHERM_00049020,479
8897,TTHERM_00047390,479
8894,TTHERM_00047300,479
